Date,thermD,MLD,SW,AirT,Prec(mm),relhum,Wdir,Wspeed(m/s),CC,Inflow,W,delT,Ice_d,day_from_iceoff
1992-03-04,-36.8,-36.8,98.61192322,2.3,0.0,76.8925892934993,0.0,1.695833333333333,50.0,16.3065,0.005837877851825544,-0.029109835624694824,87,-88.0
1992-03-05,-36.8,-36.8,74.33056641,2.3833333333333333,0.0,75.80985431945912,0.0,1.0416666666666663,83.66666666666667,15.6403,0.030071095325889394,-0.02050459384918213,87,-87.0
1992-03-06,-36.8,-36.8,59.71926498,4.058333333333333,0.0,85.37544456635952,171.0,2.4875000000000003,100.0,14.9427,0.16443183830475597,-0.03345552086830139,87,-86.0
1992-03-07,-36.8,-36.8,67.03177643,5.454166666666667,0.0,73.93017619953139,201.0,2.0125,66.66666666666667,14.2505,0.24268636390833606,-0.04236927628517151,87,-85.0
1992-03-08,-36.8,-36.8,98.76252747,4.941666666666666,0.0,80.26292377828912,0.0,1.8375,75.33333333333333,13.5789,0.16493110019767362,-0.0494864284992218,87,-84.0
1992-03-09,-36.8,-36.8,119.0712738,3.61304347826087,0.0,72.54621970466577,0.0,1.534782608695652,62.66666666666666,12.934,0.10669297439915527,-0.05549699068069458,87,-83.0
1992-03-10,-36.8,-36.8,95.90435791,5.4125000000000005,0.9,71.00939550451606,187.0,2.858333333333333,79.33333333333333,12.3174,0.032747534634162995,-0.0606936514377594,87,-82.0
1992-03-11,-36.8,-36.8,30.80873871,4.208333333333333,2.1,79.63092876979316,172.0,2.9874999999999994,75.0,11.955,0.019291650275233708,-0.06521502137184143,87,-81.0
1992-03-12,-36.8,-36.8,36.78652954,1.7541666666666669,3.5,86.47148227233036,172.0,3.4291666666666667,87.66666666666667,11.8282,0.03831249228604864,-0.06914085149765015,87,-80.0
1992-03-13,-36.8,-1.2389100288465789,78.33273315,1.320833333333333,5.6,93.07817128652768,179.0,2.0375,87.66666666666667,12.3644,0.0001635845832581645,-0.38827095925807953,87,-79.0
1992-03-14,-36.8,-2.723945708345264,90.28184509,-0.8291666666666666,0.0,65.6311681408958,291.0,3.970833333333333,50.333333333333336,15.5639,0.0006609050663041699,-0.3475610129535198,87,-78.0
1992-03-15,-36.8,-2.061364124153317,138.6173859,-1.9416666666666675,0.0,60.139891899121054,248.0,2.075,58.66666666666666,15.2504,0.0007787150028975024,-0.4257485121488571,87,-77.0
1992-03-16,-36.8,-2.2527273818744318,139.0957031,0.9125,0.0,50.74115924092039,340.0,1.9125,29.666666666666668,14.7121,0.0015060204877124972,-0.37140326760709286,87,-76.0
1992-03-17,-36.8,-36.8,22.84637451,1.1333333333333333,4.0,76.79252722295008,205.0,2.433333333333333,96.0,14.0932,0.03610228913160038,-0.0817592442035675,87,-75.0
1992-03-18,-36.8,-36.8,124.1400681,6.199999999999999,0.0,77.18373616348183,241.0,3.0125,88.0,15.9257,0.6298737429431153,-0.08298256993293762,87,-74.0
1992-03-19,-36.8,-36.8,100.538147,6.2,0.0,79.40508662234373,172.0,3.0750000000000006,100.0,15.4077,0.250917040710737,-0.08391839265823364,87,-73.0
1992-03-20,-36.8,-36.8,37.33793259,4.841666666666666,0.3,83.60853331769633,221.0,1.9916666666666665,100.0,14.7789,0.06085054649476883,-0.08456149697303772,87,-72.0
1992-03-21,-36.8,-36.8,76.54950714,4.874999999999999,0.1,88.91110586724069,0.0,1.1083333333333332,100.0,14.1953,0.1423538680801542,-0.0849280059337616,87,-71.0
1992-03-22,-36.8,-36.8,37.60674286,4.608333333333333,0.5,92.0308003005167,127.0,1.575,100.0,13.5354,0.046787067457315736,-0.08503797650337219,87,-70.0
1992-03-23,-36.8,-36.8,112.7751846,4.3166666666666655,1.4,84.51992029184748,123.0,2.0125,96.0,13.0017,0.03998888980901067,-0.08491608500480652,87,-69.0
1992-03-24,-36.8,-36.8,45.12919617,0.35,0.5,85.95601312723876,349.0,2.941666666666667,96.0,12.6802,0.03314380735514616,-0.08458146452903748,87,-68.0
1992-03-25,-36.8,-36.8,170.6236877,-0.7625000000000001,0.0,64.93860920490255,0.0,1.0083333333333335,17.0,12.0491,0.03641853066170952,-0.0840526819229126,87,-67.0
1992-03-26,-36.8,-36.8,151.2702942,-0.1,0.0,67.10332531475986,0.0,1.1541666666666666,46.333333333333336,11.3608,0.03042114491811662,-0.08333571255207062,87,-66.0
1992-03-27,-36.8,-36.8,107.4065628,2.8125,1.1,74.82663386668858,196.0,1.4958333333333331,87.66666666666667,10.7678,0.19541387123534548,-0.08244827389717102,87,-65.0
1992-03-28,-36.8,-36.8,29.39266205,0.1166666666666666,0.2,80.3710644599433,345.0,2.7000000000000006,96.0,10.5067,3.565932064384282,-0.08143837749958038,87,-64.0
1992-03-29,-36.8,-36.8,147.8022461,-0.9750000000000002,0.7,73.09532070490984,340.0,2.0541666666666667,83.66666666666667,9.94435,0.20558206089470835,-0.08030329644680023,87,-63.0
1992-03-30,-36.8,-36.8,175.537262,-2.158333333333333,0.1,73.75513291877732,0.0,2.0125,46.333333333333336,9.4018,0.058575144174744215,-0.07905304431915283,87,-62.0
1992-03-31,-36.8,-36.8,179.10466,-0.8666666666666668,0.0,59.95009778748908,0.0,1.1708333333333334,50.333333333333336,8.92251,0.03981157802723511,-0.07769988477230072,87,-61.0
1992-04-01,-36.8,-36.8,111.3231277,1.2375,11.0,57.87657205480771,0.0,2.041666666666667,67.0,8.48267,0.2077112117427394,-0.07625584304332733,87,-60.0
1992-04-02,-36.8,-36.8,54.45748138,1.8958333333333333,1.0,92.69148018842282,55.0,2.7125,96.0,19.3227,0.0733508639836841,-0.07473218441009521,87,-59.0
1992-04-03,-36.8,-36.8,177.1878357,5.354166666666665,0.0,71.16894136641977,0.0,1.7416666666666665,46.0,17.0726,0.03624247002695974,-0.07313936948776245,87,-58.0
1992-04-04,-36.8,-36.8,57.6727562,0.6958333333333333,10.8,92.53773770527656,357.0,2.8791666666666664,100.0,15.466,0.020746536499529622,-0.07147495448589325,87,-57.0
1992-04-05,-36.8,-36.8,16.38211441,4.625929269271486e-17,6.3,92.29931147269156,331.0,2.183333333333333,100.0,22.2986,0.09029706756352206,-0.06974247097969055,87,-56.0
1992-04-06,-36.8,-36.8,112.8746872,-0.8833333333333339,0.0,87.97226255871577,256.0,1.7124999999999997,92.0,26.5133,0.019085141799566167,-0.06793735921382904,87,-55.0
1992-04-07,-36.8,-36.8,142.8795776,1.8791666666666669,0.0,83.54710084190855,300.0,1.6249999999999998,96.0,25.8085,0.00307357623363824,0.028698354959487915,87,-54.0
1992-04-08,-36.8,-36.8,206.556015,2.7666666666666675,0.0,57.82071764103173,331.0,2.3541666666666665,25.33333333333333,24.824,0.0,-0.002863943576812744,87,-53.0
1992-04-09,-36.8,-36.8,207.7699585,3.024999999999999,0.0,59.22698314199528,0.0,1.4333333333333336,58.66666666666666,23.7476,0.0032219582517859758,-0.011964917182922363,87,-52.0
1992-04-10,-36.8,-1.0065458142061634,145.8420715,4.470833333333333,1.0,66.8875828785596,0.0,1.3333333333333337,79.33333333333333,22.6611,0.00030735115754292454,-0.546865202486515,87,-51.0
1992-04-11,-36.8,-36.8,182.7281647,6.087500000000001,0.0,79.38843557712,134.0,1.3583333333333332,75.0,21.85,0.04031072492332981,-0.03753003478050232,87,-50.0
1992-04-12,-36.8,-36.8,46.7070694,5.175,1.6,91.55538954987088,169.0,1.7416666666666665,108.66666666666669,20.7236,0.04042740107240282,-0.0455019474029541,87,-49.0
1992-04-13,-36.8,-36.8,55.18219376,2.583333333333333,14.5,93.64804833479636,345.0,1.6625000000000003,100.0,20.0977,0.039634862586196494,-0.05261272192001343,87,-48.0
1992-04-14,-36.8,-36.8,70.7982254,0.2624999999999999,0.9,90.47795286948312,343.0,2.7916666666666674,92.0,28.298,0.01840513785612332,-0.058845728635787964,87,-47.0
1992-04-15,-36.8,-36.8,170.1873169,-1.2041666666666668,0.6,77.33889459095954,333.0,2.720833333333333,63.0,27.5793,0.06286032945642255,-0.06430220603942871,87,-46.0
1992-04-16,-36.8,-36.8,79.17105865,-1.2791666666666666,4.5,84.0627366475347,345.0,3.1166666666666667,100.0,26.3597,0.06618433442632421,-0.06906017661094666,87,-45.0
