Date	thermD	MLD	SW	AirT	Prec(mm)	relhum	Wdir	Wspeed(m/s)	CC	Inflow	W	delT	Ice_d	day_from_iceoff	MM	NH4-N	NOX	O2	Tot-P	PO4-P	Si	Water temp	Chl
1998-09-15	-14.2749	-1.0940331099348446	82.54611969	12.170833333333336	1.5	93.2001475372437	192.0	1.3083333333333331	100.0	5.2583	0.001029453938178	2.403550624847412	69	107.0	9								3.90321
1998-09-29	-16.2643	-18.637922535859275	59.7433548	10.437500000000002	0.0	76.17769584867563	49.0	2.620833333333333	92.0	2.68894	0.0776331023198584	2.230194568634033	69	121.0	9								2.1141
1998-09-30	-16.7599	-7.671323033128549	75.3072052	7.012499999999998	0.0	65.87048106552591	48.0	2.2583333333333337	29.33333333333333	2.516	0.0419879064276371	2.9711804389953613	69	122.0	9							13.5	
1998-10-13	-36.8	-4.066556773278274	81.37709808	5.729166666666665	0.0	82.90596021054994	280.0	1.9125	46.0	3.08495	0.0136883448098021	4.438135623931885	69	135.0	10								1.3062599999999998
1998-11-02	-36.8	-8.263015339953274	30.33151436	0.8624999999999998	9.4	94.15653628776226	333.0	2.75	96.0	3.16989	0.0520062544030228	2.043604850769043	69	155.0	11								0.9004499999999999
1998-11-10	-36.8	-5.848605775516431	17.30375671	0.2375	1.3	90.99672037268918	137.0	1.3791666666666669	100.0	2.38938	0.0956642291795503	2.5519676208496094	69	163.0	11								0.88866
1998-11-25	-36.8	-2.2147480510987454	9.872207642	0.6625	0.4	94.50780415573765	125.0	0.9916666666666668	100.0	1.51788	0.0632322920007835	3.1525468826293945	69	178.0	11								0.69165
1999-03-11	-36.8	-36.8	46.31491852	-4.727777777777778	3.0	87.91336180699267	337.0	2.6687500000000006	100.0	24.8838	0.0003144427373751	-0.0083568096160888	37	-81.0	3	20.0	1687.0	17.1	118.0	56.0	9.84	1.0	48.2
1999-03-16	-36.8	-36.8	127.3705978	0.5695652173913043	0.2	69.33820280212436	193.0	3.1190476190476195	87.66666666666667	19.6236	0.0132414167694527	-0.088017463684082	37	-76.0	3								2.78343
1999-04-13	-36.8	-36.8	60.68550491	4.216666666666666	9.5	91.46553132492652	73.0	1.8	100.0	21.7614	0.052483494925132	-0.3154611587524414	37	-48.0	4								1.1888099999999997
1999-04-13	-36.8	-36.8	60.68550491	4.216666666666666	9.5	91.46553132492652	73.0	1.8	100.0	21.7614	0.052483494925132	-0.3154611587524414	37	-48.0	4							3.3	
1999-04-20	-36.8	-2.542224688903305	158.1928101	7.233333333333333	0.0	78.48956915524329	222.57142857142856	2.6130952380952386	37.66666666666666	54.1166	0.0090855870817353	-2.035946846008301	37	-41.0	4								0.9004499999999999
1999-04-27	-36.8	-36.8	261.8893127	11.066666666666668	0.0	54.08966345633498	345.0	1.7217391304347829	17.0	37.803	0.0021975570707443	0.0011715600267052	37	-34.0	4								1.0048499999999998
1999-05-04	-10.0386	-36.8	215.8417664	5.9875	0.7	70.26802850291044	0.0	1.070833333333333	63.0	27.6778	0.0016209564215137	-3.038719296455384e-05	37	-27.0	5								2.8187999999999995
1999-05-09	-9.239	-36.8	165.2973785	2.6791666666666667	7.4	64.39983263710587	106.0	1.1875	100.0	21.3546	0.0456038135743296	7.901154458522797e-05	37	-22.0	5								2.41425
1999-05-18	-1.2987	-36.8	319.2565613	14.117391304347828	0.0	39.16836291232621	0.0	1.7173913043478262	25.33333333333333	14.1319	0.005066863663093	-0.0002204980701208	37	-13.0	5								3.3016499999999995
1999-05-18	-1.2987	-36.8	319.2565613	14.117391304347828	0.0	39.16836291232621	0.0	1.7173913043478262	25.33333333333333	14.1319	0.005066863663093	-0.0002204980701208	37	-13.0	5	12.0	1557.0	10.25	68.0	35.0	5.73	8.9	5.3
1999-05-25	-8.386	-36.8	284.368927	13.820833333333333	0.0	55.47226043312208	235.0	3.4500000000000006	50.333333333333336	10.6896	0.0086602532404424	-0.0003970237448811	37	-6.0	5								7.335359999999999
1999-06-01	-4.5376	-36.8	324.6587219	15.566666666666665	0.0	47.4784937333948	235.0	3.75	46.0	7.32467	0.0073561261161438	3.1972303986549377e-06	37	1.0	6								6.344819999999999
1999-06-08	-7.5132	-36.8	308.6017456	16.73478260869565	2.9	58.07932705030734	0.0	1.2347826086956524	41.66666666666666	5.95595	0.0	-0.0002141697332262	37	8.0	6								6.55362
1999-06-15	-5.926	-36.8	320.708252	18.07142857142857	0.0	59.69428435855101	230.0	2.47	54.333333333333336	4.37234	0.0003066522398063	-0.0001642601564526	37	15.0	6								21.00123
1999-06-22	-6.5425	-36.8	311.6977234	15.366666666666664	4.6	50.937892232623646	245.0	1.5541666666666665	58.66666666666666	3.09149	0.0036492145993349	0.0365530848503112	37	22.0	6								28.265400000000003
1999-06-29	-7.0411	-36.8	255.3680573	17.10833333333333	0.1	66.03247918320622	250.0	2.1	42.0	3.22109	0.0031137393385576	0.0036665499210357	37	29.0	6								17.92773
1999-07-06	-7.4403	-36.8	213.3838196	19.17083333333333	0.0	67.82217720443201	210.0	2.016666666666667	41.66666666666666	2.98712	0.0001898575203504	0.0001658396795392	37	36.0	7								14.58945
1999-07-13	-3.5255	-36.8	250.4474487	23.90416666666665	0.0	51.502352668021146	188.0	1.675	54.333333333333336	1.94945	0.000637688715794	-1.169927418231964e-05	37	43.0	7								10.10448
1999-07-14	-4.6087	-36.8	142.4193878	23.60416666666667	0.3	61.1672808261034	103.0	1.9166666666666667	58.66666666666666	1.85582	0.0007752636337477	1.3270415365695952e-05	37	44.0	7	15.0	936.0	9.63	37.0	2.0	2.46	23.0	19.0
1999-07-20	-6.3354	-36.8	201.0723419	21.495833333333337	0.4	59.4581062342269	0.0	1.725	42.0	1.40056	0.0179872507994912	-0.0232770144939422	37	50.0	7								11.282759999999998
1999-07-27	-8.6842	-36.8	235.2823334	16.92916666666667	0.0	49.439402933745626	0.0	1.375	38.0	1.30266	0.0424318594854658	-0.0303419157862663	37	57.0	7								13.19607
1999-07-29	-9.0075	-36.8	258.492218	20.93913043478261	0.0	41.07655514389382	0.0	1.686956521739131	25.0	1.12743	0.0084134291993759	-0.0298813730478286	37	59.0	7							19.7	
1999-08-03	-9.1443	-36.8	245.3806152	22.07083333333334	0.0	41.79941177485571	0.0	1.05	46.0	0.871078	0.0014924520942734	-0.0074915885925292	37	64.0	8								19.59687
1999-08-10	-7.1287	-36.8	87.94855499	13.534782608695656	0.0	94.0509573129017	322.0	1.4869565217391305	96.0	5.81983	0.0048712291878845	-0.0054260492324829	37	71.0	8								4.138109999999999
1999-08-16	-8.5733	-36.8	206.6094055	13.312500000000002	0.0	58.97030193286626	49.0	2.0291666666666672	58.66666666666666	1.63825	0.0016402175968352	0.0069073438644409	37	77.0	8							18.1	
1999-08-17	-8.7527	-36.8	185.1675262	14.475	0.0	59.35783420359251	186.0	1.0583333333333331	46.0	1.54578	0.0254275462807361	-0.0849221348762512	37	78.0	8								6.279569999999999
1999-08-24	-10.2376	-36.8	238.6126862	12.2625	0.0	61.39849065689901	0.0	1.4833333333333334	13.0	1.42459	0.0117833949198188	-0.028991162776947	37	85.0	8								3.85101
1999-08-31	-11.3609	-36.8	63.48220825	13.2875	1.0	78.94885472156656	0.0	1.4541666666666668	71.0	2.59313	0.0006017044201548	0.000616431236267	37	92.0	8								3.1059
1999-09-07	-11.6888	-36.8	185.0474548	18.20416666666667	0.0	61.09807890044898	172.0	1.520833333333333	37.66666666666666	1.45709	0.0009431502031984	0.0265748500823974	37	99.0	9								6.35661
1999-09-14	-12.1061	-36.8	163.5652161	12.595652173913043	0.0	65.81649574521663	0.0	0.691304347826087	25.33333333333333	1.03157	0.006543429555074	0.0867848396301269	37	106.0	9								6.16212
1999-09-21	-13.1687	-2.062939285429592	136.1950378	15.108695652173916	0.9	73.22544365910034	52.0	2.195652173913044	92.0	0.857029	0.0006456173913915	1.7354211807250977	37	113.0	9								3.04065
1999-09-21	-13.1687	-2.062939285429592	136.1950378	15.108695652173916	0.9	73.22544365910034	52.0	2.195652173913044	92.0	0.857029	0.0006456173913915	1.7354211807250977	37	113.0	9	32.0	1107.0	8.65	27.0	7.0	1.87	16.4	8.8
1999-09-28	-14.8114	-1.1226311037618617	31.45896721	12.50869565217391	10.8	96.3304393735687	0.0	1.3434782608695652	92.0	5.09186	0.0012709870904084	3.491593360900879	37	120.0	9								2.2185
1999-10-12	-26.1867	-9.322977199478082	95.16620636	8.583333333333332	0.0	59.686626761340655	280.0	2.35	42.0	3.4267	0.0863882949136929	3.2919631004333496	37	134.0	10								1.51506
1999-11-16	-36.8	-9.04305310300213	17.2545414	2.591304347826087	0.9	88.1686276742481	205.0	2.443478260869565	100.0	0.97461	0.5693747180575449	7.874984264373779	37	169.0	11								0.69165
2000-03-14	-36.8	-3.672495867584415	118.6952362	4.533333333333334	0.0	70.82040405		3.880039454	54.333333333333336	19.6084	0.0011567990492413	-0.8964951932430267	82	-78.0	3								1.0179
2000-04-11	-36.8	-36.8	110.5920105	3.333333333333333	0.6	80.76249695		3.033363342	91.66666666666669	5.29937	0.0031393683991489	-1.501990482211113e-05	82	-50.0	4								2.38815
2000-04-17	-36.8	-36.8	173.9007111	7.218181818181818	0.4	74.68845315106287	230.0	2.118181818181818	83.66666666666667	5.2591	0.0105605148191031	-0.004874275997281	82	-44.0	4								2.11536
2000-04-26	-36.8	-36.8	199.7070007	9.075	0.0	70.88370971985508	0.0	2.125	62.66666666666666	3.51912	0.0019923121165302	0.0022349655628204	82	-35.0	4							5.3	
2000-05-02	-4.7608	-36.8	189.4476166	7.279166666666668	0.0	53.01831740389245	205.0	2.0875	96.0	2.4325	0.0003743182903853	0.0001930835951498	82	-29.0	5								6.76242
2000-05-09	-1.5317	-36.8	272.5542908	16.504347826086956	0.0	44.57631213757393	0.0	2.395652173913044	9.75	1.76566	0.0	-9.135459549725056e-06	82	-22.0	5								36.77994
2000-05-15	-1.5023	-36.8	300.93927	13.82272727272727	0.0	50.70964853541686	0.0	1.7727272727272727	21.33333333333333	1.48535	0.0	3.1414441764354706e-05	82	-16.0	5	11.0	1169.0	14.22	37.0	3.0	2.37	11.8	38.8
2000-05-16	-2.4928	-36.8	292.9313354	13.03913043478261	0.0	38.69960782446133	0.0	1.38695652173913	33.666666666666664	1.40516	0.0001911855653327	6.89835287630558e-05	82	-15.0	5								49.16439
2000-05-23	-5.0522	-36.8	275.1507874	13.654166666666669	0.1	61.3747731206516	217.0	2.1291666666666664	58.66666666666666	1.60136	0.0091418309645134	0.0001300442963838	82	-8.0	5								19.71432
2000-05-29	-8.1355	-36.8	151.8213806	11.913636363636362	0.2	69.30268186723531	92.0	2.186363636363637	83.66666666666667	2.60986	1.403134902977533	-4.36706468462944e-05	82	-2.0	5								13.28616
2000-06-13	-9.5123	-36.8	230.3254852	15.0695652173913	0.0	70.4439162660368	224.0	4.621739130434782	71.33333333333333	2.50351	0.0	0.0002165026962757	82	13.0	6								17.54298
2000-06-20	-11.2508	-36.8	281.6859741	17.3695652173913	0.0	59.31946274838271	5.0	2.126086956521739	71.33333333333333	1.79873	0.0019589313602408	0.0373237133026123	82	20.0	6								9.81486
2000-06-27	-6.6536	-36.8	102.4550171	10.720833333333331	0.0	84.25266382591592	213.0	1.7916666666666667	92.0	4.53259	0.0010747763261583	0.0018054656684398	82	27.0	6								13.80816
2000-07-04	-8.9771	-36.8	267.0804138	19.686956521739127	0.5	57.61015686454504	0.0	1.3043478260869568	33.333333333333336	3.93232	0.0	2.280808985233307e-05	82	34.0	7								12.73932
2000-07-10	-9.4136	-36.8	235.543045	14.358333333333333	7.5	72.11755159623267	0.0	1.2	71.0	2.47136	0.0019256224390385	0.1249952912330627	82	40.0	7	21.0	779.0	11.09	31.0	4.0	1.63	19.2	11.3
2000-07-18	-9.2043	-36.8	152.5839844	16.030434782608694	5.6	85.33682873971574	337.0	2.0	92.0	5.396	0.0006700171844993	0.0018753129988908	82	48.0	7								1.68471
2000-07-25	-9.4511	-36.8	55.4215889	14.8	10.6	89.54610443		4.311597347	100.0	7.12447	0.0043528405655456	-0.0084913969039917	82	55.0	7								3.86154
2000-07-27	-9.6398	-36.8	154.8892517	15.233333333333334	0.0	74.93254852		2.946629047	83.33333333333333	9.72706	0.0004136372183647	0.0025526396930217	82	57.0	7							16.4	
2000-08-01	-10.3853	-36.8	233.2373505	19.4	0.0	77.19825745		1.540331006	33.666666666666664	5.08746	0.0029352665246156	0.0006805658340454	82	62.0	8								5.9508
2000-08-08	-8.8423	-1.6647731109908666	148.3023834	13.1	0.3	52.89962769		4.237748146	58.66666666666666	4.16487	0.0018767603729282	-0.4169541299343109	82	69.0	8								4.23999
2000-08-15	-10.6789	-36.8	128.8059235	17.859090909090913	1.3	84.49504452249555	231.0	2.3454545454545457	96.0	2.88082	0.0006422000515104	0.0062216520309448	82	76.0	8								3.8367
2000-08-15	-10.6789	-36.8	128.8059235	17.859090909090913	1.3	84.49504452249555	231.0	2.3454545454545457	96.0	2.88082	0.0006422000515104	0.0062216520309448	82	76.0	8							18.1	
2000-08-22	-9.793	-36.8	157.5118713	14.64375	0.0	69.97970696190714	296.0	1.74	79.33333333333333	2.25499	0.0	0.0047467947006225	82	83.0	8								2.80575
2000-08-28	-11.4028	-36.8	189.6455231	15.795833333333333	0.0	68.01276410729477	0.0	1.1291666666666669	37.66666666666666	1.83058	0.0004860315406948	0.0030989646911621	82	89.0	8								3.132
2000-09-04	-12.4769	-36.8	203.0880585	9.470833333333331	0.0	69.97874397403106	334.0	2.516666666666667	37.66666666666666	2.04844	0.0006381251271491	-0.004927635192871	82	96.0	9								3.22461
2000-09-11	-16.1316	-36.8	179.7765045	10.40526315789474	0.0	62.75255170509735	330.0	1.3526315789473684	37.66666666666666	1.72777	0.0519750379159328	0.2402229309082031	82	103.0	9								4.04676
2000-09-18	-16.662	-36.8	157.6506348	9.640909090909092	0.0	70.43489755880444	0.0	1.2863636363636364	46.0	1.22288	0.1438484678316474	0.7784595489501953	82	110.0	9								1.43298
2000-09-18	-16.662	-36.8	157.6506348	9.640909090909092	0.0	70.43489755880444	0.0	1.2863636363636364	46.0	1.22288	0.1438484678316474	0.7784595489501953	82	110.0	9	7.0	761.0	8.38	32.0	22.0	2.26	14.2	5.2
2000-09-25	-18.4994	-36.8	111.762085	9.966666666666669	0.0	77.0914446985215	0.0	1.225	8.666666666666666	0.857123	0.1950503384615646	1.1291260719299316	82	117.0	9								3.83796
2000-09-29	-18.1651	-4.979068083981088	80.13085938	16.2	0.0	79.68044029666132	170.0	1.6999999999999995	58.66666666666666	0.763566	0.183198315460835	3.6342949867248535	82	121.0	9							13.2	
2000-10-11	-26.3823	-2.740797348790493	5.224438667	9.488235294117644	6.3	84.27485399873053	119.0	2.64375	100.0	2.33037	0.0944348485455326	9.162949085235596	82	133.0	10								1.77606
2000-11-01	-36.8	-15.481782183141709	52.30962753	8.78947368421053	0.0	80.57280601119344	220.0	1.952631578947369	83.66666666666667	8.44405	0.6790482884426644	5.756083011627197	82	154.0	11								1.20186
2001-04-23	-36.8	-36.8	20.31677437	4.621739130434783	10.2	91.4735631227597	358.0	2.382608695652174	104.33333333333331	4.85287	0.0004315442726948	7.00121745467186e-07	101	-38.0	4	15.0	1400.0	10.8	63.0	45.0	4.74	3.6	1.0
2001-05-18	-3.6015	-36.8	163.774353	10.77727272727273	10.6	88.7258025544235	0.0	1.5727272727272732	79.33333333333333	4.14174	0.0	5.746306851506233e-05	101	-13.0	5	20.0	1218.0	10.49	51.0	20.0	4.87	10.7	8.4
2001-07-11	-4.4633	-36.8	212.2444458	18.08695652173913	5.4	75.64104758547947	198.0	2.5260869565217394	54.333333333333336	4.86166	0.0001426281153608	3.704288974404335e-05	101	41.0	7	33.0	899.0	8.73	31.0	3.0	2.61	21.3	17.1
2001-08-01	-8.0374	-36.8	230.8631897	15.418181818181818	0.2	53.58215054810925	0.0	1.2545454545454549	42.0	2.1897	0.0004762021036901	-0.0110220909118652	101	62.0	8							19.9	
2001-08-13	-10.1375	-36.8	182.9823151	15.857142857142858	0.0	74.65027567162956	234.0	2.0190476190476194	58.66666666666666	3.319	0.0194838328975192	-0.009966641664505	101	74.0	8	53.0	803.0	8.45	32.0	7.0	2.28	18.4	4.3
2001-09-24	-15.6997	-3.2668855830610903	96.01990509	7.225	0.0	70.71170983420204	0.0	1.7916666666666663	67.0	4.26208	0.0098573090613923	3.01585054397583	101	116.0	9	10.0	775.0	8.47	29.0	17.0	2.51	14.8	3.6
2001-10-15	-36.8	-8.229658877330735	42.34870148	8.566666666666666	2.4	90.05869293		2.640351295	96.33333333333331	10.9161	0.1654633597108514	5.328567981719971	101	137.0	10							11.9	
2002-03-04	-36.8	-36.8	91.52980042	-0.0695652173913044	0.3	81.26451644983949	240.0	2.6695652173913045	71.0	25.5035	0.0004602558654845	0.0001617838279344	102	-88.0	3	51.0	1921.0	11.68	42.0	28.0	4.53	0.8	3.0
2002-04-22	-36.8	-36.8	227.1213226	12.0625	0.5	53.41668358182633	233.0	2.7166666666666663	8.666666666666666	11.2487	0.0010233750709257	5.7300087064504623e-05	102	-39.0	4	10.0	1318.0	11.43	48.0	44.0	4.59	4.6	0.8
2002-05-22	-5.6727	-36.8	321.9055481	14.721739130434784	0.0	39.13466637276663	0.0	1.1565217391304348	4.333333333333333	4.04151	0.0	-0.0001792684197425	102	-9.0	5	10.0	1474.0	11.07	50.0	13.0	4.26	13.1	23.0
2002-07-15	-8.2627	-36.8	271.2805786	19.59	0.0	56.894885948386566	0.0	0.6625	21.33333333333333	3.81912	0.0009906020877258	-8.341530337929726e-05	102	45.0	7	9.0	723.0	12.93	33.0	2.0	0.72	23.2	19.2
2002-07-31	-8.0888	-36.8	204.3589783	21.43913043478261	1.0	72.34540370389111	63.0	1.0782608695652174	71.33333333333333	4.7444	0.0023883212733502	-0.0037146508693695	102	61.0	7							21.5	
2002-08-12	-7.7893	-36.8	159.3472748	23.666666666666668	0.0	79.01177216		2.273425102	71.0	2.6807	0.0014811114523464	-0.0005737543106079	102	73.0	8	3.0	294.0	11.61	43.0	7.0	1.61	23.1	32.5
2002-09-16	-13.1903	-1.547005484898194	64.76189423	10.440909090909091	0.5	80.54327482581235	256.0	1.2863636363636364	100.0	1.1719	0.001577276609397	1.2220559120178225	102	108.0	9	7.0	562.0	7.53	30.0	5.0	1.11	17.0	15.2
2002-10-02	-19.2825	-36.8	121.8163528	6.217391304347826	0.0	71.6267761543396	254.0	1.4217391304347828	17.0	1.87623	0.1457791570901787	0.2986469268798828	102	124.0	10							13.4	
2003-03-03	-36.8	-36.8	73.40424347	-3.730434782608696	0.1	81.0653311481354	180.0	1.38695652173913	100.0	3.43292	0.0059783019581352	-0.100968599319458	69	-89.0	3	2.0	1100.0	12.86	50.0	30.0	2.85	0.4	2.6
2003-05-05	-36.8	-36.8	209.5691681	11.388235294117647	0.0	59.989050332061375	190.0	5.46875	54.66666666666666	25.2205	0.0002945594023932	-0.0061341822147369	69	-26.0	5	11.0	1090.0	12.11	48.0	40.0	4.06	4.8	6.6
2003-06-02	-2.0464	-36.8	318.3991394	17.2625	0.0	49.78643556381578	217.0	2.0250000000000004	21.33333333333333	8.24994	0.0017929990219851	0.0005996155668981	69	2.0	6	20.0	1124.0	12.3	38.0	6.0	1.68	15.1	16.6
2003-07-14	-3.6842	-36.8	301.5413513	20.5875	0.0	63.90197093457396	43.0	1.9875	21.0	3.60957	0.0009706951971041	-3.320490941405296e-05	69	44.0	7	19.0	594.0	10.55	22.0	5.0	0.64	20.2	15.4
2003-07-29	-5.1885	-36.8	72.89148712	20.116666666666664	0.8	74.21935402747775	0.0	0.6916666666666668	96.0	2.0888	0.0015293267538672	0.0001835692673921	69	59.0	7							22.9	
2003-08-11	-7.4917	-36.8	228.1054535	18.53333333333333	0.2	62.975591499177	173.0	1.4833333333333332	75.0	1.10573	0.0043503802957318	-0.0025039911270141	69	72.0	8	6.0	114.0	11.22	27.0	4.0	1.39	21.8	43.5
2003-09-15	-12.0933	-36.8	113.0043106	16.87916666666667	0.0	76.24449922775601	247.0	3.5	100.0	1.39008	0.0064170770207327	0.0777835845947265	69	107.0	9	5.0	294.0	8.67	25.0	3.0	1.53	15.7	23.8
2003-10-02	-19.4657	-10.7102110585535	35.30734634	9.4375	0.7	95.90403841866603	0.0	1.0875	100.0	4.88152	0.0308700485913923	2.2835912704467773	69	124.0	10							12.4	
2004-03-02	-36.8	-36.8	81.04084778	0.75	2.0	62.88309882635362	23.0	4.329166666666667	54.333333333333336	16.5678	0.0018606546487711	-0.0097954273223876	71	-90.0	3	75.0	1980.0	12.84	76.0	38.0	5.44	0.3	9.4
2004-04-27	-36.8	-36.8	190.6290588	7.220833333333334	0.0	43.97261775526935	127.0	1.95	50.333333333333336	9.51446	0.0002110150906419	1.0702642612159252e-06	71	-34.0	4	10.0	1700.0	10.9	46.0	25.0	2.4	5.6	2.1
2004-05-24	-9.6288	-36.8	119.9801483	7.739130434782607	0.1	78.83541903565704	0.0	1.0347826086956522	96.0	6.18026	0.0	0.00041687162593	71	-7.0	5	15.0	1500.0	10.5	36.0	4.0	4.1	10.5	13.0
2004-07-12	-7.6394	-36.8	148.2526703	15.008333333333333	0.0	87.55264994925342	66.0	1.5083333333333335	96.0	3.99432	0.0	-1.8799910321831703e-05	71	42.0	7	64.0	1400.0	9.8	26.0	7.0	3.0	18.2	11.0
2004-07-26	-6.2424	-36.8	76.21168518	14.81666666666667	1.0	92.35156152025247	0.0	0.725	100.0	4.64117	0.0	-1.0076677426695824e-05	71	56.0	7							19.2	
2004-08-18	-7.4266	-36.8	172.2369385	15.945833333333333	0.0	86.31908632596745	132.0	1.1875	92.0	3.02972	0.0002991365393128	0.004892885684967	71	79.0	8	71.0	920.0	8.5	14.0	2.0	2.7	20.4	8.6
2004-09-13	-13.5221	-36.8	125.4531555	15.849999999999996	1.4	72.77317463334708	245.0	3.616666666666666	50.333333333333336	1.80095	0.0490515540861587	0.5074772834777832	71	105.0	9	22.0	960.0	9.4	15.0	4.0	2.7	16.5	4.7
2004-09-27	-19.4055	-14.630766277707554	62.3588829	12.233333333333334	0.4	78.83787414316356	240.0	3.154166666666667	67.0	4.14317	0.093462618291406	1.9453449249267576	71	119.0	9							12.7	
2005-03-15	-36.8	-36.8	121.1948471	-8.958333333333334	0.0	67.96648652860482	0.0	0.7458333333333332	21.33333333333333	5.9722	0.0036371768740604	0.000293820630759	87	-77.0	3	5.0	1400.0	13.5	46.0	36.0	4.8	0.5	2.4
2005-04-26	-36.8	-36.8	261.3995972	6.541666666666668	0.0	49.50905850593842	0.0	1.15	33.666666666666664	9.83316	0.0171838160661258	-0.0556575208902359	87	-35.0	4	5.0	1600.0	12.6	46.0	32.0	4.8	3.7	2.0
2005-05-17	-5.7171	-36.8	265.7113342	8.447826086956523	0.1	56.42788348593542	267.0	3.0565217391304342	54.333333333333336	5.18951	0.0011824115209104	0.0138406157493591	87	-14.0	5	19.0	1300.0	12.5	43.0	5.0	4.0	8.7	21.0
2005-07-20	-5.4021	-36.8	167.6732635	15.895833333333334	3.5	91.93880471515534	247.0	1.5375000000000003	79.33333333333333	8.26909	0.0054651805325848	0.0126037746667861	87	50.0	7	26.0	530.0	9.2	14.0	2.0	0.16	21.3	9.3
2005-08-16	-10.0725	-36.8	180.3162079	16.020833333333336	0.1	76.86242536312562	0.0	1.8791666666666664	75.0	5.45549	0.0	0.0054880380630493	87	77.0	8	5.0	780.0	8.7	17.0	2.0	1.4	18.4	9.1
2005-09-20	-17.5577	-1.6433000900018522	127.626358	15.154166666666663	0.0	76.38685251107404	242.0	3.5083333333333333	71.0	1.992	0.0011667959572711	3.295525550842285	87	112.0	9	5.0	830.0	8.7	28.0	11.0	1.2	14.0	3.5
2006-03-14	-36.8	-36.8	47.38484192	-4.7625	1.5	94.78103757202926	62.0	1.366666666666667	100.0	3.21905	0.0078897834199094	-0.0141655504703521	74	-78.0	3	5.0	1100.0	11.4	41.0	29.0	4.0	0.1	1.0
2006-05-03	-36.8	-36.8	198.7546387	10.195833333333336	0.0	74.08417173677296	204.0	1.804166666666667	62.66666666666666	24.8235	0.0	1.9943341612815857e-05	74	-28.0	5			10.6				4.9	1.0
2006-05-03	-36.8	-36.8	198.7546387	10.195833333333336	0.0	74.08417173677296	204.0	1.804166666666667	62.66666666666666	24.8235	0.0	1.9943341612815857e-05	74	-28.0	5	5.0	1500.0	10.7	44.0	30.0	4.5	5.3	4.3
2006-05-23	-4.8234	-36.8	154.6261749	11.820833333333333	11.0	99.69814113621273	0.0	1.6708333333333332	92.0	11.5022	0.0002610739426934	0.0016086101531982	74	-8.0	5	32.0	1200.0	11.4	30.0	5.0	3.7	11.1	13.0
2006-05-23	-4.8234	-36.8	154.6261749	11.820833333333333	11.0	99.69814113621273	0.0	1.6708333333333332	92.0	11.5022	0.0002610739426934	0.0016086101531982	74	-8.0	5							11.1	14.0
2006-07-12	-5.8933	-36.8	324.3497925	18.933333333333334	0.0	57.42360228457414	247.0	3.204166666666667	25.0	2.79699	0.0021089135167065	-0.0039796382188797	74	42.0	7			9.8				22.0	25.0
2006-07-12	-5.8933	-36.8	324.3497925	18.933333333333334	0.0	57.42360228457414	247.0	3.204166666666667	25.0	2.79699	0.0021089135167065	-0.0039796382188797	74	42.0	7	13.0	650.0	9.8	20.0	2.0	0.25	22.0	30.0
2006-07-26	-7.7481	-36.8	267.9235229	20.33333333333333	0.0	52.51168373715001	0.0	1.325	41.66666666666666	2.17558	0.0348175610809869	-0.0192320048809051	74	56.0	7							21.3	16.0
2006-08-15	-7.7123	-36.8	145.5282593	16.575	6.0	86.30597850943133	301.0	1.6416666666666666	62.66666666666666	18.0167	0.001894545336425	-0.0003418922424316	74	76.0	8							20.2	13.0
2006-08-15	-7.7123	-36.8	145.5282593	16.575	6.0	86.30597850943133	301.0	1.6416666666666666	62.66666666666666	18.0167	0.001894545336425	-0.0003418922424316	74	76.0	8	5.0	640.0	9.0	19.0	2.0	0.82	20.2	17.0
2006-09-13	-13.9391	-36.8	186.0612335	17.095833333333335	0.0	75.22560797137204	237.0	2.208333333333333	17.0	3.48211	0.0487762286908156	0.4820842742919922	74	105.0	9							16.8	7.4
2006-09-13	-13.9391	-36.8	186.0612335	17.095833333333335	0.0	75.22560797137204	237.0	2.208333333333333	17.0	3.48211	0.0487762286908156	0.4820842742919922	74	105.0	9	5.0	420.0	8.7	16.0	3.0	1.6	16.8	7.6
2006-10-03	-15.0598	-2.221841255681654	61.24986267	12.5375	2.5	100.75753080994858	0.0	0.2	87.66666666666667	2.66497	0.0117259890310287	7.644943237304687	74	125.0	10							15.4	6.0
2007-04-23	-36.8	-36.8	71.31758881	8.233333333333336	0.1	94.70069160242532	237.0	2.2291666666666665	96.0	16.3241	0.0026001107360073	0.0058632791042327	83	-38.0	4	8.0	1614.0	12.44	47.0	46.0	6.28	5.4	0.7
2007-05-22	-12.8167	-36.8	168.0188599	10.866666666666667	0.1	97.5084449346498	0.0	1.1833333333333331	100.0	4.5623	0.001639588384697	0.0051368027925491	83	-9.0	5	6.0	1613.0	11.27	42.0	35.0		10.5	10.7
2007-07-09	-8.5608	-36.8	104.8562546	13.654166666666669	0.8	97.93333219714116	0.0	1.6333333333333335	96.0	4.14404	0.0014130342476981	3.937771543860436e-05	83	39.0	7	22.0	960.0	9.53	20.0	6.0	4.64	17.2	1.2
2007-08-01	-10.0966	-36.8	265.0639343	18.3375	0.0	55.61765959121643	244.0	2.5416666666666665	50.333333333333336	2.45228	0.003306375230582	0.0300050750374794	83	62.0	8							18.2	
2007-08-13	-10.5205	-36.8	152.2374725	20.075	1.1	83.84776795958383	136.0	1.875	91.66666666666669	5.73451	0.0014404788194249	0.0051472187042236	83	74.0	8	72.0	740.0	9.0	23.0	3.0	4.08	20.6	7.4
