Date,thermD,MLD,SW,AirT,Prec(mm),relhum,Wdir,Wspeed(m/s),CC,Inflow,W,delT,Ice_d,day_from_iceoff,YY,month,NH4-N,NOX,O2,Tot-P,PO4-P,Si,Water temp,Chl
1987-09-14,-16.7465,-1.7380754871518294,136.0103149,10.470833333333337,0.3,85.83667356477744,250.0,2.4874999999999994,41.66666666666666,6.39751,0.0007803985890612,1.4126486778259275,74,125.0,1987,9,7.0,990.0,7.76,56.0,28.0,2.9,13.6,1.3
1987-10-14,-36.8,-6.223962583578162,32.37713623,8.8875,0.6,91.48017771373736,140.0,1.3625,92.0,3.0155,0.1348809298265393,3.305051326751709,74,155.0,1987,10,8.0,1100.0,9.04,74.0,39.0,3.5,10.6,1.5
1988-05-09,-1.2432,-36.8,283.0345764,9.366666666666664,0.0,47.3350565326578,0.0,1.5208333333333337,13.0,14.6662,0.0011833647520212,-3.995141014456749e-05,71,-22.0,1988,5,10.0,1500.0,10.83,69.0,43.0,4.8,6.3,1.2
1988-06-15,-5.6237,-36.8,262.1404114,13.983333333333334,0.0,51.93887722638775,0.0,0.6583333333333333,42.0,4.55246,0.0040902094616006,-0.0089398622512817,71,15.0,1988,6,12.0,1220.0,10.88,43.0,6.0,3.5,14.6,26.2
1988-07-19,-6.8251,-36.8,64.0617218,20.270833333333336,1.9,85.38176936988961,130.0,2.1333333333333333,96.0,6.56978,0.0004942164216341,-0.0001416206359863,71,49.0,1988,7,8.0,575.0,8.56,33.0,4.0,0.5,21.2,38.9
1988-08-15,-8.7307,-36.8,152.8602905,15.383333333333333,4.7,91.3174306068274,159.0,1.7625,88.0,6.48842,0.0020753558686865,-0.0013669729232788,71,76.0,1988,8,4.0,740.0,8.21,33.0,8.0,1.6,17.8,9.9
1988-09-19,-15.5322,-36.8,139.9747467,13.683333333333335,0.4,63.85471491899823,0.0,2.3375,54.333333333333336,1.91677,0.0188952114274246,0.0724053382873535,71,111.0,1988,9,7.0,840.0,8.43,36.0,15.0,2.6,14.5,6.2
1988-10-19,-36.8,-9.064067600903527,27.49393082,7.5125,0.0,79.25002802583657,42.0,1.3083333333333331,96.0,1.69418,0.9067981848358572,4.1579270362854,71,141.0,1988,10,5.0,960.0,8.82,49.0,32.0,3.0,10.2,1.2
1989-05-08,-4.2008,-36.8,207.1647186,11.091666666666669,0.0,53.887900127610834,0.0,2.1333333333333333,58.66666666666666,9.67847,0.0,0.0015065744519233,98,-23.0,1989,5,5.0,1560.0,11.23,53.0,35.0,3.7,7.4,3.0
1989-06-13,-1.8469,-36.8,311.1487122,14.4,0.0,49.547577674729,0.0,1.8083333333333336,17.0,3.85354,0.0,-0.0001252936199307,98,13.0,1989,6,15.0,940.0,13.17,52.0,12.0,2.8,15.4,29.2
1989-07-17,-8.0336,-36.8,261.1599731,12.116666666666667,0.0,50.046605238607846,320.0,2.0000000000000004,50.333333333333336,1.84729,0.0021026482803867,1.7293263226747513e-05,98,47.0,1989,7,27.0,800.0,8.41,41.0,7.0,2.3,18.2,11.7
1989-08-15,-10.1731,-36.8,158.8674011,16.7625,10.4,73.68160526219594,0.0,1.7166666666666666,87.66666666666667,1.17109,0.0010115237671945,0.0060455799102783,98,76.0,1989,8,8.0,731.0,8.32,47.0,12.0,1.8,18.3,15.7
1989-09-11,-14.986,-36.8,176.0253906,8.683333333333332,0.0,55.239489223645535,0.0,0.6124999999999999,25.33333333333333,1.32707,0.0,0.0078368186950683,98,103.0,1989,9,8.0,733.0,8.88,40.0,12.0,2.1,15.1,8.8
1989-10-17,-36.8,-6.25306857140587,41.28026199,6.387499999999999,0.4,95.44677825595817,0.0,0.2208333333333333,96.0,2.02314,0.1074754022864234,3.1772379875183105,98,139.0,1989,10,6.0,880.0,7.7,56.0,38.0,2.75,10.7,0.5
1990-05-08,-1.7958,-36.8,260.3415222,13.1625,0.0,57.13322935678781,0.0,1.7708333333333333,12.666666666666666,6.75819,0.0008342071363891,-0.076045274734497,87,-23.0,1990,5,10.0,1519.0,13.74,64.0,7.0,2.65,13.4,38.3
1990-06-11,-7.0949,-36.8,278.5622864,16.429166666666667,0.0,46.652589064560864,0.0,1.2333333333333332,33.666666666666664,1.97612,0.0011411295289159,1.1171214282512665e-05,87,11.0,1990,6,21.0,1293.0,10.76,24.0,3.0,2.2,13.7,13.7
1990-07-17,-11.7591,-36.8,131.6577301,15.04347826086957,0.0,84.21774469052976,341.0,3.1478260869565218,87.66666666666667,6.95533,0.0056166376266527,-0.0517635643482208,87,47.0,1990,7,44.0,1020.0,8.58,31.0,8.0,2.25,16.6,4.8
1990-08-15,-9.9945,-1.1478940141614642,218.3649292,19.2,0.0,74.76375298904422,0.0,0.5708333333333333,92.0,3.27299,0.0001527655968903,-0.1539823822677135,87,76.0,1990,8,12.0,897.0,9.33,20.0,2.0,0.75,19.0,10.6
1990-09-17,-16.225,-36.8,171.4123993,10.725,0.0,74.69022870583242,0.0,0.852,67.0,3.64928,0.009541237209026,0.2801260948181152,87,109.0,1990,9,9.0,991.0,9.3,25.0,2.0,0.45,14.4,18.3
1990-10-15,-36.8,-1.1242280545082872,59.71540451,10.641666666666667,0.0,87.64034332055607,246.0,1.9916666666666665,96.0,21.3739,0.0251091085406423,8.541868686676025,87,137.0,1990,10,5.0,957.0,8.54,72.0,18.0,1.85,10.0,1.3
1991-05-06,-36.8,-36.8,297.3138123,4.770833333333333,0.0,44.98713981618563,2.0,3.2833333333333328,4.333333333333333,5.8981,0.0001412562795681,0.0012274887412786,95,-25.0,1991,5,10.0,1565.0,10.88,59.0,23.0,4.35,4.9,1.1
1991-06-11,-8.3749,-36.8,212.9655914,12.55,0.0,83.8262850810175,210.0,1.0,62.66666666666666,5.1884,0.0030914504518828,-0.0572504997253418,95,11.0,1991,6,8.0,1469.0,10.8,55.0,15.0,4.1,11.0,11.0
1991-07-16,-6.565,-36.8,223.001236,17.129166666666666,8.6,69.02306352472677,0.0,0.8833333333333334,88.0,2.74647,0.0008309521066601,0.0039082318544387,95,46.0,1991,7,10.0,1331.0,9.44,14.0,8.0,3.15,19.0,42.8
1991-08-19,-9.5224,-36.8,114.9882507,15.966666666666669,3.7,88.25685996885642,341.0,2.829166666666667,79.33333333333333,7.41113,0.0009923913520142,-0.0022369027137756,95,80.0,1991,8,29.0,999.0,8.04,28.0,3.0,1.25,19.1,13.3
1991-09-16,-19.567,-36.8,157.9679718,11.875,0.4,63.31413391766675,0.0,1.3708333333333331,42.0,3.36779,0.0848914298570767,0.4234414100646972,95,108.0,1991,9,11.0,903.0,8.68,49.0,6.0,1.8,14.1,13.5
1991-10-14,-36.8,-11.081350215897515,58.77331543,9.966666666666663,2.8,84.14212944227403,0.0,1.125,92.0,2.52885,0.6208630346933872,2.1812992095947266,95,136.0,1991,10,5.0,1065.0,7.88,44.0,23.0,2.6,11.5,1.7
1992-05-11,-32.5105,-36.8,256.2515259,6.875,0.2,62.308277859851344,0.0,2.45,42.0,17.9289,0.0305918496892243,-0.0740282237529754,87,-20.0,1992,5,16.0,1748.0,12.5,60.0,27.0,4.3,6.1,2.5
1992-06-09,-3.7147,-36.8,306.5146484,15.595833333333331,0.0,50.54499564004745,49.0,1.4041666666666666,13.0,4.62699,0.0032022696514299,4.462897777557373e-06,87,9.0,1992,6,8.0,1017.0,11.3,50.0,9.0,2.1,19.2,36.6
1992-07-15,-7.2839,-36.8,189.5378723,13.929166666666667,0.3,69.84119371377602,292.0,2.5458333333333334,62.66666666666666,7.35014,0.001068064577203,-0.004684567451477,87,45.0,1992,7,18.0,657.0,8.68,26.0,3.0,0.5,18.0,15.2
1992-08-10,-11.4116,-36.8,255.8299255,22.250000000000004,0.0,66.07655354867987,133.0,1.4416666666666669,92.0,5.13068,0.002450113599266,-0.0032542943954467,87,71.0,1992,8,13.0,525.0,10.9,94.0,11.0,1.1,18.6,72.2
1992-09-14,-16.4294,-36.8,55.22124863,9.895833333333334,4.0,92.7391037996292,0.0,0.7416666666666668,100.0,3.22816,0.0172085976405878,0.0685882568359375,87,106.0,1992,9,48.0,437.0,8.8,24.0,4.0,1.85,14.7,6.0
1992-10-12,-36.8,-4.5291699368196765,71.85351563,-0.2434782608695652,0.6,84.2769827373546,337.0,3.0565217391304342,83.66666666666667,2.9802,0.0932855164797545,3.698478221893311,87,134.0,1992,10,10.0,718.0,7.98,39.0,20.0,3.3,9.5,2.8
1993-05-06,-5.8584,-36.8,144.9136047,11.358333333333334,0.0,72.17303598949827,5.0,2.2416666666666663,37.66666666666666,6.21301,0.0413527497170613,-0.069101870059967,101,-25.0,1993,5,12.0,1178.0,12.35,60.0,20.0,4.15,8.0,17.2
1993-06-14,-5.2757,-36.8,285.0200806,10.854166666666666,3.4,61.258649209865645,135.0,1.4208333333333336,37.66666666666666,2.99363,0.0010856414807955,0.0007591835455968,101,14.0,1993,6,31.0,911.0,10.2,29.0,6.0,2.65,14.4,5.4
1993-07-19,-8.3098,-36.8,262.0688782,17.633333333333336,0.0,67.91768429995952,212.0,1.6083333333333336,67.0,1.75275,0.0067847299162724,0.0181273818016052,101,49.0,1993,7,16.0,826.0,10.08,36.0,10.0,2.4,18.6,
1993-08-16,-11.5267,-36.8,153.7275543,16.5375,2.3,81.05462076522979,0.0,2.0499999999999994,87.66666666666667,5.63876,0.0012371587848182,0.0001140832901,101,77.0,1993,8,9.0,844.0,8.27,31.0,18.0,2.25,17.1,2.2
1993-09-20,-28.8104,-36.8,131.507431,7.183333333333333,0.0,69.12485372554917,0.0,1.2916666666666667,54.333333333333336,1.9259,0.0,0.0065658092498779,101,112.0,1993,9,17.0,973.0,9.07,37.0,22.0,2.8,11.4,3.9
1993-10-20,-36.8,-3.249047209045752,26.86724663,6.483333333333333,4.1,87.37820515467212,243.0,2.041666666666667,100.0,2.82657,0.0191579371628893,3.890867233276367,101,142.0,1993,10,13.0,948.0,8.91,52.0,39.0,3.15,8.5,2.2
1994-05-17,-5.7009,-36.8,155.6013336,7.270833333333332,1.3,78.6134320206773,0.0,0.8666666666666667,92.0,3.8951,0.0,5.087326280772686e-05,85,-14.0,1994,5,17.0,1366.0,11.51,59.0,20.0,3.9,9.0,3.2
1994-06-13,-4.0853,-36.8,287.7493896,15.770833333333336,0.0,52.78155892329834,0.0,1.7583333333333335,42.0,2.76483,0.0007528582249275,-9.074341505765917e-06,85,13.0,1994,6,9.0,1363.0,9.65,48.0,7.0,3.1,13.3,23.1
1994-07-19,-5.6828,-36.8,290.8036804,18.541666666666675,0.0,48.80015732181876,331.0,1.6583333333333332,25.33333333333333,1.32387,0.0015690616675133,-2.5195535272359848e-05,85,49.0,1994,7,18.0,774.0,9.32,41.0,8.0,2.1,20.8,23.1
1994-08-16,-8.1372,-1.1094784004908886,235.4723969,14.645833333333334,0.0,56.73662499516844,0.0,1.1,54.333333333333336,4.0051,0.0003466038647082,-0.249695386737585,85,77.0,1994,8,8.0,622.0,8.16,38.0,6.0,1.4,19.9,18.0
1994-09-19,-17.1517,-36.8,104.8835068,10.195652173913045,2.3,76.70947715858306,342.0,1.1956521739130437,96.0,6.25796,0.0002871262180787,0.0110101699829101,85,111.0,1994,9,23.0,731.0,8.33,36.0,11.0,2.4,13.9,7.0
1994-10-17,-36.8,-9.7565873955409,75.13671875,1.2083333333333333,0.0,59.50929297900384,298.0,2.7374999999999994,25.33333333333333,2.9915,0.3484843527537973,5.4998064041137695,85,139.0,1994,10,7.0,816.0,9.7,47.0,38.0,2.8,9.8,1.8
1995-05-16,-36.8,-36.8,254.219162,5.199999999999999,1.5,72.58699151087579,195.0,2.0454545454545454,83.66666666666667,28.1975,0.0010571524462867,-4.450068809092045e-05,73,-14.0,1995,5,10.0,1696.0,11.35,57.0,34.0,3.68,5.6,1.6
1995-06-13,-6.1372,-36.8,152.5723419,11.670833333333334,4.2,92.2198852276421,359.0,2.0291666666666663,100.0,9.65245,0.0020617616036281,-0.0167415142059326,73,14.0,1995,6,68.0,1124.0,9.2,44.0,13.0,2.64,15.2,11.7
1995-07-10,-9.9436,-36.8,302.6635742,15.504166666666668,0.0,51.019425174437714,0.0,0.6833333333333332,50.333333333333336,3.13492,0.0002773019094573,0.0074882507324218,73,41.0,1995,7,11.0,1138.0,11.24,36.0,7.0,1.46,17.8,15.9
1995-08-14,-9.7006,-36.8,154.2202759,18.841666666666665,0.0,89.27322365544784,101.0,1.2125,96.0,1.884,0.0005437539575479,-0.0078130662441253,73,76.0,1995,8,8.0,722.0,9.14,35.0,7.0,1.13,20.7,19.7
1995-09-18,-17.2964,-2.0282567030906504,173.8760986,7.808333333333334,0.0,72.5812095358614,0.0,0.6750000000000002,13.0,1.31528,0.007971307732595,3.286233901977539,73,111.0,1995,9,17.0,935.0,8.76,32.0,9.0,1.95,14.4,5.1
1995-10-23,-36.8,-1.6157809662762326,39.63308716,9.025,0.0,85.51388361987341,221.0,2.9875000000000003,92.0,2.95716,0.0113123062723003,4.946871757507324,73,146.0,1995,10,15.0,1188.0,9.52,42.0,31.0,2.57,10.3,1.3
1996-05-21,-36.8,-36.8,224.7248383,9.116666666666664,0.0,42.42197689086338,339.0,3.420833333333334,50.333333333333336,6.05369,0.0012127676838432,1.1220574378967283e-05,95,-10.0,1996,5,53.0,1240.0,11.7,48.0,28.0,3.2,5.8,9.5
1996-05-23,-1.48,-36.8,289.5406494,12.79166666666667,0.0,42.18334803685919,0.0,1.325,8.666666666666666,5.45497,0.0003353268291479,-3.247428685426712e-05,95,-8.0,1996,5,26.0,1742.0,12.48,46.0,27.0,2.53,7.5,16.1
1996-06-18,-7.206,-36.8,217.7072449,13.94166666666667,8.0,78.62800640735462,0.0,1.0083333333333335,87.66666666666667,3.53948,0.0002297257224105,4.087109118700028e-05,95,18.0,1996,6,12.0,799.0,11.72,17.0,7.0,0.11,14.7,19.3
1996-07-15,-7.9914,-36.8,235.5060577,15.704166666666666,0.0,56.38978915952861,278.0,2.1833333333333336,50.333333333333336,5.67107,0.0,-7.203081622719765e-05,95,45.0,1996,7,15.0,700.0,10.53,25.0,6.0,0.43,16.8,30.8
1996-07-18,-9.2176,-36.8,205.9600067,12.9375,0.4,71.52802425101494,9.0,2.4625000000000004,54.66666666666666,4.73596,0.0005076699560794,0.0002243285998702,95,48.0,1996,7,53.0,750.0,10.2,24.0,5.0,0.69,16.1,7.8
1996-08-19,-5.2294,-36.8,213.1143646,21.254166666666663,0.0,57.15897269646588,217.0,2.3041666666666667,38.0,1.39839,0.000304374169155,0.000514268875122,95,80.0,1996,8,8.0,597.0,10.55,46.0,8.0,0.37,20.4,17.9
1996-09-18,-18.1151,-36.8,151.2271881,9.533333333333331,0.1,79.63778721299646,0.0,0.9958333333333336,50.333333333333336,1.9725,0.0189422361527863,0.2107014656066894,95,110.0,1996,9,7.0,694.0,9.33,27.0,9.0,1.07,14.0,9.4
1996-09-24,-18.6495,-36.8,139.4455414,8.741666666666665,0.0,75.30204766312745,0.0,0.9541666666666668,37.66666666666666,1.3951,0.0095286646264018,0.057173728942871,95,116.0,1996,9,18.0,780.0,11.8,22.0,10.0,1.4,12.6,1.7
1996-10-21,-36.8,-4.60784690641389,36.11783218,4.620833333333334,0.1,99.1592655134205,339.0,1.3500000000000003,100.0,1.12503,0.0156210412372825,3.0465292930603027,95,143.0,1996,10,6.0,855.0,8.44,33.0,24.0,1.41,10.2,4.4
1997-05-12,-36.8,-36.8,146.8805695,12.166666666666664,1.5,88.04784608488596,198.0,1.6666666666666667,83.66666666666667,6.35762,0.0030198625648091,-0.0044813938438892,84,-19.0,1997,5,24.0,1471.0,11.58,44.0,26.0,4.13,5.8,5.5
1997-07-14,-6.9292,-36.8,286.4264526,17.612499999999997,0.0,57.2146245049029,0.0,0.6208333333333332,29.33333333333333,2.8902,0.0076296499683114,0.0022058002650737,84,44.0,1997,7,34.0,657.0,8.85,18.0,2.0,0.46,19.2,8.1
1997-07-29,-5.6391,-36.8,149.6446381,15.320833333333333,1.1,93.2819055455576,272.0,3.5416666666666674,88.0,6.23446,0.0002700273977241,0.0011514574289321,84,59.0,1997,7,,,,,,,20.9,
1997-08-14,-7.0892,-36.8,226.0537415,16.1125,0.0,61.351744806940914,0.0,1.7458333333333336,17.0,3.18406,0.0024370707710996,-0.0020185708999633,84,75.0,1997,8,,,,,,,21.5,
1997-09-19,-20.1069,-36.8,124.9115295,8.258333333333333,0.0,61.98613340027631,284.0,2.579166666666666,67.0,5.69504,0.0107085946228901,0.0837161540985107,84,111.0,1997,9,14.0,544.0,9.21,37.0,8.0,1.43,14.6,18.8
1997-10-03,-26.87,-10.17962267859417,115.4460907,6.845833333333334,0.4,88.53553373335889,297.0,1.2,58.66666666666666,5.89784,0.0439892984768327,3.2658162117004395,84,125.0,1997,10,,,,,,,12.2,
1998-04-15,-36.8,-36.8,161.1178436,3.070833333333333,0.0,72.51198825231343,126.0,1.7541666666666669,83.33333333333333,8.87529,0.0008766744950369,0.0005402038805186,69,-46.0,1998,4,,,,,,,2.5,
1998-04-16,-36.8,-36.8,103.8571548,4.45,9.4,73.76057916681198,84.0,3.273333333333333,87.66666666666667,8.44911,0.0,0.0002044940483756,69,-45.0,1998,4,5.0,2000.0,12.0,36.0,29.0,4.6,5.4,4.5
1998-05-18,-3.0522,-1.873842539691025,315.136261,17.729166666666664,0.0,45.85422351039328,218.0,2.391666666666667,13.0,4.95967,0.0024668161535158,-1.6078799664974213,69,-13.0,1998,5,11.0,1636.0,12.36,47.0,13.0,4.06,12.3,17.1
1998-05-18,-3.0522,-1.873842539691025,315.136261,17.729166666666664,0.0,45.85422351039328,218.0,2.391666666666667,13.0,4.95967,0.0024668161535158,-1.6078799664974213,69,-13.0,1998,5,21.0,910.0,14.9,43.0,12.0,3.6,12.5,13.0
1998-07-15,-6.4171,-36.8,134.2590179,13.349999999999996,7.7,87.7437112342782,211.0,2.774999999999999,88.0,5.75675,0.0003756104071689,-0.0001399163156747,69,45.0,1998,7,16.0,1300.0,10.2,25.0,4.0,2.4,18.6,15.0
1998-07-21,-8.6445,-36.8,225.2825165,18.8625,0.0,64.34486690150398,230.0,1.691666666666667,38.0,4.34251,0.0003561727247526,0.0015310253947973,69,51.0,1998,7,8.0,1123.0,10.09,33.0,6.0,2.07,18.0,21.0
1998-07-30,-9.0531,-36.8,115.8875809,15.629166666666668,5.2,79.54961325577123,230.0,1.9208333333333327,71.0,4.5957,0.0,-0.0008150478824973,69,60.0,1998,7,,,,,,,17.8,
1998-08-11,-9.5555,-36.8,227.0394592,14.637500000000005,0.0,60.32084841784175,335.0,0.8541666666666665,17.0,2.90142,0.0009595256981655,0.0028335452079772,69,72.0,1998,8,,,,,,,19.8,
1998-09-14,-14.1449,-1.2269375203448578,104.4972458,15.425000000000002,7.1,77.68345481122145,82.0,2.2291666666666665,58.66666666666666,3.68988,0.0002365961316282,1.3356900215148926,69,106.0,1998,9,14.0,1176.0,9.1,35.0,16.0,3.0,15.7,9.8
1998-09-14,-14.1449,-1.2269375203448578,104.4972458,15.425000000000002,7.1,77.68345481122145,82.0,2.2291666666666665,58.66666666666666,3.68988,0.0002365961316282,1.3356900215148926,69,106.0,1998,9,22.0,1300.0,9.3,23.0,15.0,2.4,15.1,4.5
1998-09-30,-16.7599,-7.671323033128549,75.3072052,7.012499999999998,0.0,65.87048106552591,48.0,2.2583333333333337,29.33333333333333,2.516,0.0419879064276371,2.9711804389953613,69,122.0,1998,9,,,,,,,13.5,
1999-04-13,-36.8,-36.8,60.68550491,4.216666666666666,9.5,91.46553132492652,73.0,1.8,100.0,21.7614,0.052483494925132,-0.3154611587524414,37,-48.0,1999,4,,,,,,,3.3,
1999-05-18,-1.2987,-36.8,319.2565613,14.117391304347828,0.0,39.16836291232621,0.0,1.7173913043478262,25.33333333333333,14.1319,0.005066863663093,-0.0002204980701208,37,-13.0,1999,5,12.0,1557.0,10.25,68.0,35.0,5.73,8.9,5.3
1999-07-14,-4.6087,-36.8,142.4193878,23.60416666666667,0.3,61.1672808261034,103.0,1.9166666666666667,58.66666666666666,1.85582,0.0007752636337477,1.3270415365695952e-05,37,44.0,1999,7,15.0,936.0,9.63,37.0,2.0,2.46,23.0,19.0
1999-07-29,-9.0075,-36.8,258.492218,20.93913043478261,0.0,41.07655514389382,0.0,1.686956521739131,25.0,1.12743,0.0084134291993759,-0.0298813730478286,37,59.0,1999,7,,,,,,,19.7,
1999-08-16,-8.5733,-36.8,206.6094055,13.312500000000002,0.0,58.97030193286626,49.0,2.0291666666666672,58.66666666666666,1.63825,0.0016402175968352,0.0069073438644409,37,77.0,1999,8,,,,,,,18.1,
1999-09-21,-13.1687,-2.062939285429592,136.1950378,15.108695652173916,0.9,73.22544365910034,52.0,2.195652173913044,92.0,0.857029,0.0006456173913915,1.7354211807250977,37,113.0,1999,9,32.0,1107.0,8.65,27.0,7.0,1.87,16.4,8.8
2000-04-26,-36.8,-36.8,199.7070007,9.075,0.0,70.88370971985508,0.0,2.125,62.66666666666666,3.51912,0.0019923121165302,0.0022349655628204,82,-35.0,2000,4,,,,,,,5.3,
2000-05-15,-1.5023,-36.8,300.93927,13.82272727272727,0.0,50.70964853541686,0.0,1.7727272727272727,21.33333333333333,1.48535,0.0,3.1414441764354706e-05,82,-16.0,2000,5,11.0,1169.0,14.22,37.0,3.0,2.37,11.8,38.8
2000-07-10,-9.4136,-36.8,235.543045,14.358333333333333,7.5,72.11755159623267,0.0,1.2,71.0,2.47136,0.0019256224390385,0.1249952912330627,82,40.0,2000,7,21.0,779.0,11.09,31.0,4.0,1.63,19.2,11.3
2000-07-27,-9.6398,-36.8,154.8892517,15.233333333333334,0.0,74.93254852,,2.946629047,83.33333333333333,9.72706,0.0004136372183647,0.0025526396930217,82,57.0,2000,7,,,,,,,16.4,
2000-08-15,-10.6789,-36.8,128.8059235,17.859090909090913,1.3,84.49504452249555,231.0,2.3454545454545457,96.0,2.88082,0.0006422000515104,0.0062216520309448,82,76.0,2000,8,,,,,,,18.1,
2000-09-18,-16.662,-36.8,157.6506348,9.640909090909092,0.0,70.43489755880444,0.0,1.2863636363636364,46.0,1.22288,0.1438484678316474,0.7784595489501953,82,110.0,2000,9,7.0,761.0,8.38,32.0,22.0,2.26,14.2,5.2
2000-09-29,-18.1651,-4.979068083981088,80.13085938,16.2,0.0,79.68044029666132,170.0,1.6999999999999995,58.66666666666666,0.763566,0.183198315460835,3.6342949867248535,82,121.0,2000,9,,,,,,,13.2,
2001-04-23,-36.8,-36.8,20.31677437,4.621739130434783,10.2,91.4735631227597,358.0,2.382608695652174,104.33333333333331,4.85287,0.0004315442726948,7.00121745467186e-07,101,-38.0,2001,4,15.0,1400.0,10.8,63.0,45.0,4.74,3.6,1.0
2001-05-18,-3.6015,-36.8,163.774353,10.77727272727273,10.6,88.7258025544235,0.0,1.5727272727272732,79.33333333333333,4.14174,0.0,5.746306851506233e-05,101,-13.0,2001,5,20.0,1218.0,10.49,51.0,20.0,4.87,10.7,8.4
2001-07-11,-4.4633,-36.8,212.2444458,18.08695652173913,5.4,75.64104758547947,198.0,2.5260869565217394,54.333333333333336,4.86166,0.0001426281153608,3.704288974404335e-05,101,41.0,2001,7,33.0,899.0,8.73,31.0,3.0,2.61,21.3,17.1
2001-08-01,-8.0374,-36.8,230.8631897,15.418181818181818,0.2,53.58215054810925,0.0,1.2545454545454549,42.0,2.1897,0.0004762021036901,-0.0110220909118652,101,62.0,2001,8,,,,,,,19.9,
2001-08-13,-10.1375,-36.8,182.9823151,15.857142857142858,0.0,74.65027567162956,234.0,2.0190476190476194,58.66666666666666,3.319,0.0194838328975192,-0.009966641664505,101,74.0,2001,8,53.0,803.0,8.45,32.0,7.0,2.28,18.4,4.3
2001-09-24,-15.6997,-3.2668855830610903,96.01990509,7.225,0.0,70.71170983420204,0.0,1.7916666666666663,67.0,4.26208,0.0098573090613923,3.01585054397583,101,116.0,2001,9,10.0,775.0,8.47,29.0,17.0,2.51,14.8,3.6
