Date	NOX(mmole/m3)	NH4(mmole/m3)	PO4(mmole/m3)	TotP(mmole/m3)	Chl(mg/m3)	Wind Spd	AirP	AirT	Hum	CC	SWR	delT	DO_sur	DO_bot
2019-09-03						3.5763125	956.8198750000001	24.0	57.541666666666664	0.20676666666666665	855.0	0.15194444444444452		5.528524305555556
2019-09-04						2.3469625000000005	955.2282875	24.716666666666665	55.833333333333336	0.20374583333333338	955.0	0.4490277777777769		5.199427083333334
2019-09-05						0.8009458333333331	955.04345	26.029166666666665	43.208333333333336	0.2075	851.0	0.876805555555556		4.344934895833333
2019-09-06						1.322491666666667	958.8672458333335	23.245833333333334	57.875	0.20548333333333335	835.0	0.24833333333333218		5.873038194444445
2019-09-07						1.2107291666666666	958.4298416666669	23.39166666666667	55.958333333333336	0.21239583333333334	912.0	0.38000000000000034		5.132526041666666
2019-09-08						2.179325	958.0432166666668	18.775000000000002	66.875	0.16200833333333334	836.0	0.1483333333333324		6.550134548611112
2019-09-09						2.1048208333333336	957.5197416666666	19.691666666666666	63.75	0.16572916666666668	866.0	0.05708333333333293		6.843372395833332
2019-09-10						3.799845833333334	955.1125791666667	17.858333333333334	65.58333333333333	0.16825833333333332	811.8333	0.1308333333333347		7.193532986111111
2019-09-11						3.0920208333333328	959.0873499999999	19.42083333333333	67.70833333333333	0.17479999999999998	826.0	0.08180555555555546		7.088832465277778
2019-09-12						1.0803458333333338	960.6888375	22.900000000000002	52.333333333333336	0.17480416666666665	819.0	0.40638888888888847		7.024036458333335
2019-09-13						0.07450833333333333	959.8055541666669	23.84583333333333	54.083333333333336	0.17147500000000002	820.0	0.8574999999999992		6.040355902777776
2019-09-14						1.6763874999999997	957.1839291666669	25.629166666666663	47.541666666666664	0.15979166666666667	820.0	0.7152777777777772		4.364982638888889
2019-09-15						1.918558333333334	953.4179708333331	24.02083333333333	42.291666666666664	0.17930000000000001	827.0	0.399027777777778		5.758129340277777
2019-09-16						2.1606875000000008	953.6437375000002	18.570833333333333	70.08333333333333	0.18371666666666667	835.0	0.160416666666667		6.882634548611112
2019-09-17						1.620516666666667	960.0708166666664	16.75416666666667	65.5	0.16629583333333334	803.0	0.18958333333333335		6.680776909722223
2019-09-18						3.557691666666667	957.4181416666665	17.499999999999996	71.25	0.3059916666666667	583.0	0.09291666666666669		6.774144965277777
2019-09-19						4.78705	957.6580166666666	15.700000000000001	75.375	0.16837916666666666	789.0	0.05250000000000021		6.732881944444444
2019-09-20						1.4528791666666672	958.2873166666664	18.233333333333334	67.66666666666667	0.16485416666666666	791.0	0.2644444444444451		6.054917534722222
2019-09-21						1.3038583333333333	958.0573416666667	20.833333333333332	59.541666666666664	0.16088333333333332	796.2	0.5436111111111112		4.949926215277778
2019-09-22						0.7823124999999999	956.5588625	21.1125	55.833333333333336	0.22291666666666668	787.0	0.6406944444444446		4.3292013888888885
2019-09-23						1.657779166666667	957.2516541666668	20.450000000000003	62.375	0.17355416666666668	775.0	0.11500000000000037		5.855368923611112
2019-09-24						1.3783708333333335	960.377004166667	22.904166666666665	47.333333333333336	0.1748375	764.0	0.5400000000000005		4.483975694444444
2019-09-25						1.0430916666666665	954.3986083333334	26.550000000000008	51.625	0.17394166666666666	770.1667	0.8675000000000003		3.4888194444444447
2019-09-26						1.955795833333333	952.1142249999999	25.95416666666667	50.083333333333336	0.16700833333333334	762.2	1.0825000000000007		2.110217013888889
2019-09-27						7.841829166666667	954.7626500000001	18.808333333333334	76.75	0.17347500000000002	753.4	0.1487499999999994		4.147816840277777
2019-09-28						4.99195	950.5536541666665	16.650000000000002	59.125	0.14946666666666666	767.75	0.02583333333333293		5.439852430555555
2019-09-29						2.235204166666667	954.1178416666665	13.158333333333333	58.5	0.20179166666666667	843.0	0.014166666666666513		6.598845486111109
2019-09-30						1.6577833333333338	956.7860125000001	11.470833333333333	69.375	0.23777916666666668	753.0	0.00791666666666672		6.748901909722224
2019-10-01						1.4528875	959.0619666666668	12.770833333333334	62.916666666666664	0.16379583333333333	752.0	0.05166666666666705		6.5332942708333315
2019-10-02						1.3597416666666664	960.0919791666666	14.395833333333337	58.875	0.16319999999999998	751.0	0.1291666666666663		6.300403645833334
2019-10-03						4.675279166666665	958.4693375	16.216666666666665	57.375	0.16729166666666664	738.6	0.06124999999999966		6.571176215277777
2019-10-04						6.128166666666666	962.0490333333333	13.795833333333333	62.666666666666664	0.15487916666666665	748.2	0.06833333333333336		6.844605034722222
2019-10-05						1.3224833333333335	964.4547833333332	15.687500000000002	62.875	0.1662833333333333	736.3333	0.9600000000000044		
2019-10-06						0.7264291666666663	961.8444416666666	18.083333333333332	50.708333333333336	0.1905041666666667	728.0	0.9600000000000044		
2019-10-07						0.018625	960.1258541666666	18.79583333333333	55.208333333333336	0.20550000000000002	719.0	0.9600000000000044		
2019-10-08						0.6705625	956.0043208333335	20.625	47.958333333333336	0.26497916666666665	626.0	0.7036111111111115	7.1697265625	2.7386024305555554
2019-10-09						2.0116791666666667	955.0279250000002	17.11666666666667	51.666666666666664	0.21843333333333337	726.0	0.36666666666666625	6.5055208333333345	4.459244791666666
2019-10-10						2.8312625000000007	959.1226208333334	17.7875	23.291666666666668	0.20077083333333334	728.0	0.10000000000000009	6.2808593749999995	5.607721354166666
2019-10-12						0.1676375	958.2068833333334	15.366666666666665	53.75	0.20999166666666666	692.0	0.21388888888888888	5.619401041666666	5.03832465277778
2019-10-13						0.42840416666666664	955.0998750000002	16.10833333333333	50.833333333333336	0.20988333333333334	686.0	0.1315277777777779	5.279986979166667	4.852868923611111
2019-10-14						0.5029125	956.5137000000001	16.033333333333335	47.416666666666664	0.20528333333333335	683.0	0.13083333333333305	5.9021223958333335	5.128246527777777
2019-10-15						0.9127000000000001	960.4687208333335	16.78333333333334	56.458333333333336	0.2096666666666667	675.25	0.1890277777777777	5.998307291666666	5.225377604166668
2019-10-16						1.0430958333333333	959.6390499999998	15.84583333333333	55.0	0.22906249999999997	648.4	0.25305555555555587	5.730807291666668	5.019761284722222
2019-10-17						7.599679166666668	956.2399624999999	14.991666666666667	73.625	0.2131791666666667	679.6	0.03375000000000009	6.176731770833334	5.805585937499998
2019-10-18						5.271354166666666	960.7480999999999	13.600000000000003	73.83333333333333	0.24483333333333332	654.8333	0.08958333333333297	6.429583333333333	6.156401909722223
2019-10-19						1.7136625000000005	961.4380708333333	13.87083333333333	73.66666666666667	0.36434999999999995	443.8333	0.04041666666666721	6.509518229166666	6.1276605902777765
2019-10-20						3.7253208333333334	963.4191208333336	13.883333333333333	79.04166666666667	0.2236125	624.5	0.07000000000000013	6.159973958333333	5.789999999999999
2019-10-21						2.7939958333333332	965.3056208333334	16.42083333333333	70.83333333333333	0.20819166666666666	654.6	0.0862500000000009	6.413606770833332	5.92470920138889
2019-10-22						0.8381958333333334	966.9014458333332	16.424999999999997	69.0	0.20523750000000004	656.8	0.28694444444444506	6.750598958333332	4.926890190972222
2019-10-23						1.08035	962.2282291666664	19.183333333333334	56.791666666666664	0.21034166666666665	649.8	0.4843055555555549	6.904947916666667	3.5469314236111114
2019-10-24						3.7067041666666665	960.6831958333332	24.25833333333333	19.625	0.17475833333333335	588.25	0.08291666666666646	5.773984374999999	5.207682291666667
2019-10-25						0.87545	963.4021708333333	17.170833333333338	48.166666666666664	0.16417083333333332	647.2	0.1779166666666668	5.941321614583335	4.170496961805555
2019-10-26						1.2852416666666666	958.4227791666666	17.812500000000004	56.75	0.19212083333333332	628.4	0.1894444444444446	5.4843489583333325	4.600998263888889
2019-10-27						3.2224125000000003	954.6653041666665	16.35833333333333	30.291666666666668	0.2074	622.0	0.1751388888888883	5.462141927083334	4.956890190972222
2019-10-28						1.7695208333333337	961.1008416666665	13.162499999999996	34.833333333333336	0.16695833333333332	614.0	0.06791666666666663	5.953411458333332	5.827799479166667
2019-10-29						2.2724458333333333	958.9025166666665	13.704166666666667	40.791666666666664	0.17410833333333334	620.6	0.032083333333333165	5.524010416666667	5.330488281249999
2019-10-30						2.2351916666666667	961.9375666666668	12.562500000000002	22.041666666666668	0.1527208333333333	643.0	0.053749999999999964	5.876861979166667	5.6452343749999985
2019-10-31						0.9685875	968.0401208333332	11.433333333333335	48.5	0.1731	613.0	0.07583333333333335	6.100266927083332	5.907389322916667
2019-11-01						0.3911583333333333	965.7656000000001	12.466666666666663	57.708333333333336	0.17556249999999998	592.0	0.2827777777777778	6.217382812499999	5.651692708333335
2019-11-02						0.0	964.9119499999998	13.408333333333333	58.375	0.18022916666666666	573.0	0.31680555555555573	5.625944010416667	5.773170572916668
2019-11-03						0.26077083333333334	961.604575	14.683333333333332	58.791666666666664	0.126725	555.0	0.18541666666666626	5.224381510416667	5.310332031250001
2019-11-04						0.9499458333333334	959.3046416666667	14.799999999999999	61.583333333333336	0.12207916666666668	578.5	0.37875	6.112180989583332	5.899954427083332
2019-11-05						0.3538958333333333	960.9907916666667	15.808333333333337	60.125	0.14588750000000003	561.0	0.37652777777777796	6.243085937499999	5.2505078124999995
2019-11-06						0.22351666666666667	960.2344958333334	15.329166666666667	66.83333333333333	0.13604166666666664	536.0	0.4483333333333334	6.319648437500001	5.460260416666667
2019-11-07						0.26076666666666665	961.3773916666664	14.845833333333333	64.54166666666667	0.1534	554.75	0.4225000000000005	6.119973958333335	5.245989583333333
2019-11-08						0.8382083333333333	965.2661041666664	15.125000000000002	64.66666666666667	0.13149166666666667	577.5	0.5651388888888892	6.725794270833333	4.049498697916666
2019-11-09						1.0989666666666666	965.1913166666665	13.579166666666666	65.375	0.13450833333333334	575.0	0.35263888888888895	5.271510416666666	3.2617317708333338
2019-11-10						1.2293541666666663	962.3975541666667	15.487499999999999	57.708333333333336	0.11787916666666669	562.8	0.1616666666666672	5.335677083333334	2.9746158854166667
2019-11-11						0.9685833333333335	961.5495458333334	15.425000000000002	62.333333333333336	0.23339166666666666	458.8	0.18291666666666698	5.229746093749999	3.44310546875
2019-11-12						0.31664583333333335	962.5217208333335	15.158333333333337	70.41666666666667	0.2586041666666667	452.0	0.2022222222222223	4.9728515625	3.7808984374999994
2019-11-13						0.18625833333333333	960.3741749999999	13.970833333333337	77.75	0.26809583333333337	389.0	0.21833333333333357	5.544069010416667	3.457174479166667
2019-11-14						1.7136458333333335	959.5487458333336	14.704166666666666	71.625	0.22372500000000003	505.75	0.1945833333333329	5.551354166666666	4.742311197916667
2019-11-15						1.732279166666667	964.8371749999998	12.850000000000001	81.33333333333333	0.20795416666666666	498.0	0.045416666666666806	4.720651041666667	4.304648437500001
2019-11-16						1.0244666666666669	965.1560583333334	13.495833333333335	83.33333333333333	0.252075	510.0	0.037916666666666744	4.05951171875	3.732467447916667
2019-11-17						0.42840000000000006	964.1203666666665	14.720833333333333	70.5	0.128525	512.0	0.07111111111111128	3.1613671874999993	3.1520572916666674
2019-11-18						0.35389999999999994	960.1244375	14.762499999999998	70.125	0.132625	493.0	0.09763888888888905	3.197871093749999	2.9042903645833333
2019-11-19						5.643883333333332	952.5981791666667	15.966666666666663	69.83333333333333	0.15587916666666668	515.0	0.0491666666666668	4.002734375	3.9184700520833338
2019-11-20						2.8312500000000007	946.480116666667	13.595833333333337	54.833333333333336	0.1158375	526.0	0.025416666666667014	5.30337890625	5.1921875
2019-11-21						1.7509	950.9614291666666	13.670833333333334	41.916666666666664	0.125275	516.25	0.043333333333333224	5.523782552083333	5.451582031249998
2019-11-23						0.7823166666666667	967.611175	11.220833333333333	72.66666666666667	0.15580416666666672	486.0	0.05999999999999998	5.1902408854166655	5.009850260416667
2019-11-24						0.372525	966.3709166666667	11.34583333333333	70.29166666666667	0.21665833333333337	486.0	0.09833333333333354	5.069225260416667	4.828958333333333
2019-11-25						1.7881666666666671	962.8053208333332	13.2125	51.041666666666664	0.18330833333333332	487.0	0.09250000000000025	5.040638020833334	4.933040364583333
2019-11-26						2.458720833333334	960.5138708333334	7.045833333333333	65.5	0.375	123.2	0.01791666666666658	5.401236979166668	5.415787760416666
2019-11-27						5.140966666666668	941.9084916666666	5.533333333333334	82.16666666666667	0.30954166666666666	367.0	7.401486830834377e-17	6.284615885416667	6.160332031250001
2019-11-28						2.179325	945.9298250000002	3.658333333333333	79.66666666666667	0.3539583333333333	343.6	0.03458333333333341	6.06546875	5.998652343749999
2019-11-29						2.682233333333333	949.8622666666666	4.579166666666666	77.375	0.26076250000000006	486.0	0.01208333333333315	6.189537760416665	6.066614583333334
2019-11-30						4.8056833333333335	959.6108333333332	5.216666666666667	80.75	0.375	69.0	0.004583333333333754	6.516679687499999	6.224055989583332
2019-12-01						5.383099999999999	957.1105499999998	5.941666666666666	91.75	0.3734041666666667	166.0	0.04791666666666631	6.782187499999999	6.606940104166667
2019-12-02						5.550741666666667	960.4941166666667	8.483333333333333	93.45833333333333	0.366525	191.0	0.05833333333333268	6.842805989583334	6.509928385416668
2019-12-03						3.743962499999999	964.4491374999999	10.679166666666667	92.25	0.2414666666666667	472.8	0.04791666666666713	6.859518229166665	6.587018229166667
2019-12-04						2.2165624999999998	956.4643083333335	11.241666666666667	90.66666666666667	0.4166666666666667	134.0	0.15958333333333266	6.762285156250001	6.335553385416667
2019-12-05						3.539074999999999	959.9043208333333	10.6375	92.45833333333333	0.37490833333333334	102.0	0.07750000000000035	6.753509114583333	6.435813802083334
2019-12-06						2.9430125000000005	960.4334375000002	11.795833333333333	86.375	0.41430833333333333	129.0	0.002083333333333807	6.561640625	6.393307291666667
2019-12-07						3.427308333333333	955.5147083333333	12.675000000000004	85.875	0.3797333333333333	180.0	0.018333333333333608	6.77916015625	6.600475260416668
2019-12-08						1.1362166666666667	957.5564249999999	11.391666666666666	88.5	0.18963333333333332	462.0	0.09458333333333353	7.040611979166666	6.806341145833333
2019-12-09						1.1175958333333333	964.6678375	8.008333333333333	92.75	0.3217083333333333	403.5	0.0745833333333336	6.772460937499999	6.415117187500001
2019-12-10						0.9499541666666667	967.5998916666666	8.5875	91.54166666666667	0.3535916666666667	393.2	0.0491666666666668	6.567499999999999	6.242044270833333
2019-12-11						2.0675625000000006	967.3318083333334	9.295833333333333	91.33333333333333	0.4166666666666667	89.75	0.04791666666666713	6.522213541666665	6.274835069444445
2019-12-12						2.7008624999999995	967.3049916666665	11.554166666666667	93.70833333333333	0.27242500000000003	467.6667	0.06583333333333423	6.493046875000001	6.195807291666668
2019-12-13						3.054766666666666	967.5928333333333	10.3875	91.29166666666667	0.41507083333333333	157.25	0.10708333333333393	6.476328125000001	6.04478298611111
2019-12-14						6.426195833333334	961.7118083333335	9.437500000000002	86.125	0.2568708333333333	494.5	0.00708333333333333	6.980950520833336	6.8553168402777755
2019-12-15						5.681141666666666	963.62935	6.733333333333333	81.83333333333333	0.27108750000000004	459.25	0.026249999999999735	7.405507812500001	7.262595486111112
2019-12-16						1.1548499999999997	970.9185625000001	5.325000000000001	89.16666666666667	0.3039624999999999	398.25	0.0245833333333334	7.463841145833334	7.246671006944446
2019-12-17						3.3900500000000005	968.9431625000001	8.008333333333333	66.125	0.3592458333333333	270.0	0.005833333333333209	7.544427083333333	7.3112196180555555
2019-12-18						3.4459375	960.5025833333334	6.270833333333333	77.45833333333333	0.41215	99.2	0.0004166666666666578	7.832617187500001	7.608359374999999
2019-12-19						1.5087583333333339	964.9161791666667	6.937500000000001	92.91666666666667	0.38612916666666663	288.0	0.019166666666666627	7.871054687500002	7.604483506944445
2019-12-20						1.4156291666666665	968.0387124999999	9.6625	93.04166666666667	0.3616875	445.0	0.1254166666666666	7.901497395833334	7.338845486111112
2019-12-21						2.607729166666667	961.8119874999998	10.062499999999998	84.45833333333333	0.3995583333333333	189.0	0.10083333333333348	7.792669270833332	7.121267361111111
2019-12-22						3.259654166666666	951.3550958333334	9.9625	73.45833333333333	0.39694999999999997	282.0	0.049583333333333535	7.681367187500001	7.361059027777777
2019-12-23						2.2165708333333334	956.5390958333332	5.312500000000001	89.625	0.3395416666666667	375.8333	0.009166666666666693	7.8536067708333315	7.598064236111111
2019-12-24						3.4459333333333326	956.4121041666666	5.041666666666664	87.58333333333333	0.3470791666666666	320.2	-0.0012499999999999734	7.737005208333333	7.515664062500001
2019-12-25						1.8254125000000003	955.6868458333333	5.4875	82.20833333333333	0.41421250000000004	172.2	0.02374999999999979	8.009700520833333	7.836436631944448
2019-12-26						1.3597458333333332	957.0117666666666	4.829166666666667	84.0	0.22370833333333331	469.5	0.02750000000000008	7.9576692708333345	7.689969618055557
2019-12-27						1.9930499999999995	962.4158958333334	5.275000000000001	76.33333333333333	0.24066666666666667	469.8333	0.020416666666666528	7.9197265625	7.621888020833335
2019-12-28						1.6391375000000004	965.3550000000001	6.087499999999999	77.08333333333333	0.21679166666666663	471.4	0.07708333333333355	8.040651041666667	7.71068142361111
2019-12-29						1.3411208333333333	963.9722208333336	8.125000000000002	79.58333333333333	0.40797083333333334	141.6	0.28208333333333324	8.109895833333335	7.45763888888889
2019-12-30						2.682233333333333	963.9242458333334	5.575000000000002	93.125	0.38859166666666667	227.6667	0.09583333333333328	8.011809895833332	7.631853298611111
2019-12-31						1.8626708333333337	966.4202958333335	6.204166666666667	92.45833333333333	0.2452041666666667	463.0	0.032916666666667004	8.033489583333335	7.646796875000001
2020-01-01						3.5576875	964.9119333333333	11.333333333333334	76.95833333333333	0.2737375	418.5	0.07291666666666674	8.202721354166666	7.808663194444445
2020-01-02						4.190991666666665	964.4420791666666	9.95833333333333	77.25	0.20579166666666668	471.6	0.040833333333333575	8.494309895833332	8.189136284722224
2020-01-03						1.30385	967.0947500000001	9.016666666666667	77.5	0.2499	448.0	0.0445833333333332	8.281627604166667	7.892508680555555
2020-01-04						2.4773416666666663	970.4352833333332	8.88125	84.54166666666667	0.21966666666666668	470.25	0.19333333333333344	8.478229166666665	7.776223958333333
2020-01-05						3.4459291666666663	976.8277958333333	7.670833333333333	79.95833333333333	0.29625833333333335	341.5	0.06500000000000002	8.617122395833333	8.171948784722222
2020-01-06						2.5146	978.32345	6.1875	80.875	0.17509166666666665	478.8	0.031666666666666586	8.876458333333334	8.51787326388889
2020-01-07						1.2293625	970.4571624999999	5.925000000000001	78.95833333333333	0.1711625	495.25	0.0687499999999998	9.055039062499999	8.479040798611113
2020-01-08						3.129275	963.8184166666668	7.587500000000003	87.04166666666667	0.3768458333333333	306.5	0.031250000000000076	8.8913671875	8.401684027777778
2020-01-09						2.4214625	961.6088125000001	7.304166666666667	85.5	0.1668166666666667	485.75	0.07499999999999996	8.807708333333332	8.417821180555555
2020-01-10						1.0617208333333334	968.6905958333335	6.108333333333333	88.54166666666667	0.2813666666666667	463.6667	0.1087499999999999	8.839583333333334	8.045460069444445
2020-01-11						2.0489375	968.1459375000001	8.595833333333333	79.58333333333333	0.1970625	536.0	0.02249999999999989	8.826406250000003	8.445837673611111
2020-01-12						2.9430166666666664	967.1497875	5.908333333333334	80.5	0.35808749999999995	289.4	0.01833333333333324	9.245078125000001	8.893389756944446
2020-01-13						5.0850791666666675	964.8823041666666	6.637499999999999	86.16666666666667	0.31400833333333333	357.5	0.029166666666666636	9.402786458333333	9.02892361111111
2020-01-14						7.506545833333335	964.364475	7.054166666666666	85.375	0.3436166666666667	300.0	-0.0004166666666666578	9.65640625	9.3465625
2020-01-16						2.6822375	953.6253916666665	5.320833333333333	87.45833333333333	0.35256250000000006	307.0	0.02874999999999983	9.568033854166666	9.069696180555555
2020-01-18						0.8009416666666667	971.8794458333332	4.770833333333333	83.54166666666667	0.24929166666666666	464.25	0.05416666666666684	9.743411458333334	9.181935763888891
2020-01-19						0.87545	968.5339708333331	6.716666666666666	81.58333333333333	0.31942916666666665	349.8	0.10666666666666647	9.913242187499998	9.215164930555554
2020-01-20						1.4156291666666663	961.7936541666664	9.4875	67.875	0.3560916666666667	218.0	0.11999999999999995	10.186536458333332	8.962864583333335
2020-01-21						0.8568208333333335	961.3548249999999	8.620833333333335	82.58333333333333	0.33260416666666665	196.0	0.08250000000000053	9.6363671875	8.382278645833333
2020-01-22						1.173475	966.6629916666666	8.504166666666666	88.70833333333333	0.2641375	381.0	0.07583333333333275	10.366523437500001	9.230846354166665
2020-01-23						0.335275	969.0828458333334	7.095833333333334	88.66666666666667	0.347875	422.0	0.15541666666666654	10.1844921875	8.629062499999998
2020-01-24						0.9499583333333335	965.4932624999997	9.904166666666667	89.45833333333333	0.32417083333333335	356.0	0.09958333333333365	9.876940104166666	8.550564236111112
2020-01-25						0.6146666666666666	964.8907666666668	10.904166666666667	91.25	0.36167083333333333	262.0	0.17333333333333392	9.8647265625	8.648342013888891
2020-01-26						2.253833333333333	964.1570708333333	11.8375	88.04166666666667	0.2171875	636.0	0.21472222222222226	9.906028645833336	8.162782118055556
2020-01-27						1.1548625000000003	971.2924666666664	9.512500000000001	83.54166666666667	0.2701458333333333	383.0	0.047083333333333664	10.449921875	9.325225694444445
2020-01-28						3.3900583333333327	970.8536541666668	10.304166666666665	86.0	0.21689583333333332	548.8333	0.08666666666666645	10.728932291666668	9.90025173611111
2020-01-29						2.384204166666667	970.1862416666664	8.554166666666665	85.75	0.23745000000000002	533.0	0.06166666666666639	10.654166666666667	10.028936631944445
2020-01-30						2.0489375000000005	968.1501791666666	12.604166666666666	74.79166666666667	0.167525	540.0	0.07333333333333332	10.988411458333333	10.270798611111111
2020-01-31						0.9685749999999996	970.0479583333332	11.158333333333337	81.33333333333333	0.139875	576.0	0.20638888888888882	10.731796875	9.765316840277777
2020-02-01						0.4656583333333333	971.5901875000001	10.054166666666667	86.54166666666667	0.1450625	563.0	0.6715277777777778	10.924960937499998	9.218706597222225
2020-02-02						2.4400999999999997	965.0897249999999	10.737499999999999	67.95833333333333	0.14909166666666668	579.0	0.3645833333333334	11.277578125000003	9.645138888888889
2020-02-03						1.9930499999999995	965.504575	4.6625	66.29166666666667	0.08449166666666667	590.0	0.13416666666666685	10.8184765625	10.221180555555554
2020-02-04						1.6391500000000006	969.0913083333331	5.945833333333333	50.458333333333336	0.15440416666666668	538.2	0.09958333333333329	10.844296875000003	10.15848090277778
2020-02-05						0.7730083333333333	969.8398416666669	6.979166666666665	61.333333333333336	0.16375416666666667	567.0	0.06666666666666658	10.790859375000002	10.127495659722223
2020-02-06						0.6705499999999999	967.1046291666665	10.304166666666667	73.16666666666667	0.13284166666666666	594.0	0.30930555555555556	11.043255208333335	9.996393229166666
2020-02-07						0.9685749999999999	965.0558624999998	10.045833333333333	78.375	0.080525	611.0	0.7458333333333336	11.534440104166665	10.035160590277776
2020-02-08						4.2468708333333325	963.1030583333331	11.179166666666665	64.375	0.07337083333333334	601.6667	0.4183333333333335	10.921510416666665	9.904084201388889
2020-02-09						2.9988916666666667	963.0861208333334	10.237499999999997	42.583333333333336	0.0711375	633.0	0.062499999999999854	10.7991796875	10.29164496527778
2020-02-10						2.2352000000000003	963.1369208333335	11.595833333333333	44.416666666666664	0.10385	633.8	0.07208333333333357	10.844765625	10.260581597222222
2020-02-11						1.8999291666666673	963.3288166666667	13.4375	46.875	0.14189583333333333	625.5	0.11986111111111082	10.809947916666665	10.182365451388888
2020-02-12						0.9872083333333334	962.4709166666667	11.5875	58.416666666666664	0.08054583333333333	630.0	0.38569444444444434	10.924049479166667	10.04578125
2020-02-13						0.6146708333333334	961.4225458333332	10.28333333333333	68.41666666666667	0.12987083333333332	623.0	0.3406944444444444	11.25259114583333	9.711688368055553
2020-02-14						1.0058291666666666	962.5033791666666	8.85	82.83333333333333	0.183175	623.0	0.5027777777777779	11.311445312500004	9.345863715277778
2020-02-15						0.9499500000000002	965.9518416666666	10.529166666666667	73.375	0.2459458333333333	632.0	0.5111111111111111	11.3148828125	9.371223958333333
2020-02-16						2.9616374999999997	967.1272125	11.337499999999999	61.166666666666664	0.2566583333333333	622.2	0.13041666666666654	11.028151041666668	10.320416666666665
2020-02-17						2.7008666666666667	965.5440750000001	9.2	84.20833333333333	0.1824875	666.75	0.05944444444444463	10.894882812499999	10.311558159722223
2020-02-18						0.7823208333333334	962.3016041666668	9.595833333333335	57.25	0.17104166666666665	654.5	0.43250000000000005	10.961080729166666	9.840716145833332
2020-02-19						0.8381999999999997	962.7517166666665	9.687500000000002	65.04166666666667	0.14537083333333334	658.0	0.722222222222222	10.939479166666667	9.627977430555559
2020-02-20						1.7509083333333335	964.2445499999999	10.691666666666665	60.291666666666664	0.28181249999999997	635.0	1.0994444444444442	11.078828125	9.422183159722222
2020-02-21						1.1921000000000002	964.1105041666665	10.720833333333333	64.95833333333333	0.3249666666666667	626.0	0.8770833333333337	11.1019921875	9.427300347222221
2020-02-22						0.8940749999999998	960.1554791666666	11.920833333333334	60.875	0.21173333333333333	664.0	0.009999999999999787		
2020-02-23						4.731175000000001	965.3874458333331	12.3375	65.83333333333333	0.22642083333333338	667.6	0.009999999999999787		
2020-02-24						1.6205291666666666	972.9461500000001	10.995833333333335	69.58333333333333	0.20173333333333332	684.0	0.055833333333333034		9.890273437499998
2020-02-25						1.0430874999999997	970.9594708333333	13.058333333333335	59.333333333333336	0.20007916666666667	695.0	0.30791666666666706		9.602803819444446
2020-02-26						0.5215333333333333	970.6151874999999	13.237499999999999	62.625	0.2015625	698.0	0.7156944444444447		9.44580295138889
2020-02-27						0.7636875	969.1576208333336	12.216666666666667	71.79166666666667	0.20824166666666666	709.2	1.3829166666666666		9.23326388888889
2020-02-28						0.7450666666666667	965.6202624999997	12.470833333333331	70.70833333333333	0.24585416666666668	605.5	1.752638888888889		9.142230902777778
2020-02-29						3.1479041666666667	961.439475	12.429166666666667	58.625	0.2701625	747.0	0.6470833333333333		9.251519097222221
2020-03-01						2.384208333333334	959.8436458333332	8.229166666666666	64.08333333333333	0.3528458333333333	676.25	0.3024999999999998		9.411553819444443
2020-03-02						2.570479166666667	963.5545666666666	13.025	24.208333333333332	0.16219999999999998	721.25	0.14333333333333353		9.268250868055555
2020-03-03						1.4156250000000004	961.9982416666667	14.949999999999998	53.875	0.18084999999999998	725.0	0.0816666666666667		9.240394965277778
2020-03-04						0.31664166666666665	961.8895916666667	14.200000000000001	61.708333333333336	0.19855416666666667	724.0	0.8850000000000003		9.027703993055555
2020-03-05						0.577425	962.740425	14.345833333333333	67.29166666666667	0.20918750000000005	719.2	1.2594444444444448		8.848732638888892
2020-03-07						3.892979166666666	955.8857958333334	8.741666666666667	78.125	0.41385000000000005	488.3333	0.1333333333333334		9.101427951388889
2020-03-08						2.4400958333333334	958.6143875000001	7.061666666666665	79.375	0.36525416666666666	564.0	0.2595833333333335		9.005243055555555
2020-03-09						1.3038666666666665	962.5428791666665	9.566666666666665	68.16666666666667	0.24602916666666663	669.25	0.37319444444444433		8.876488715277778
2020-03-10						1.1362249999999998	962.5696874999999	10.820833333333333	71.95833333333333	0.11975000000000001	747.25	0.5872222222222215		8.483849826388887
2020-03-11						0.9499541666666665	960.8976625000001	13.0	63.708333333333336	0.1147875	757.6	1.2725000000000002		8.412868923611112
2020-03-12						1.0617166666666666	957.9402208333335	14.704166666666671	63.208333333333336	0.14157916666666667	773.0	1.4523611111111112		8.205355902777777
2020-03-13						1.9744208333333333	949.7889041666666	13.858333333333334	60.166666666666664	0.14033333333333334	751.8	1.500694444444445		8.097473958333333
2020-03-14						2.3469499999999996	954.8106249999997	8.1875	75.625	0.2235541666666667	664.0	0.11249999999999975		8.552473958333335
2020-03-15						1.4156166666666667	956.395175	5.4375	78.83333333333333	0.3171916666666667	813.0	0.032916666666666185		8.618046875
2020-03-16						2.9802666666666666	958.127875	5.495833333333333	74.66666666666667	0.2574083333333333	859.0	0.01458333333333354		8.625525173611111
2020-03-17						1.4528750000000004	957.9444416666669	5.9875	81.45833333333333	0.3854333333333333	497.0	0.04291666666666657		8.597009548611114
2020-03-18						1.0244624999999996	957.1063166666668	5.541666666666665	85.70833333333333	0.40620833333333345	519.5	0.012916666666666762		8.472899305555554
