21 2
0.0	12000000
-0.5	11500000
-1.5	9080000
-2.5	7440000
-3.5	5810000
-4.5	3760000
-5.5	2630000
-6.5	1870000
-7.5	1290000
-8.5	842000
-9.5	555000
-10.5	390000
-11.5	281000
-12.5	198000
-13.5	135000
-14.5	81900
-15.5	50400
-16.5	27900
-17.5	15300
-18.5	900
-19.0	0
