Date	inflow	thermD	U	AirP	AirT	Hum	delT	CC	MLD	NOX	DO_sur	DO_bot	PO4	TotP	NH4	TotN	Chl
1990-01-21	0.4535	-0.61	6.1595572738602336	1017.7741666666666	7.120416666666667	5.1762500000000005	0.020080566	0.8920833333333333	-37.73966979980469	0.41559872031211853	10.895417213439941	10.775239944458008	0.1200910434126854	0.1571739763021469	0.010393211618065834	0.9319701790809631	2.4984562397003174
1990-01-22	0.4535	-0.61	5.659899555072087	1019.8145833333332	7.438333333333333	6.1225	0.025425673	0.99625	-37.73966979980469	0.4182628095149994	10.87639331817627	10.4987154006958	0.12759333848953247	0.1700991839170456	0.010910648852586746	0.9551900625228882	2.327976942062378
1990-01-23	0.4535	-0.61	8.195860534559811	1006.9320833333333	6.455416666666667	4.839583333333334	0.012659073	0.9345833333333332	-37.73966979980469	0.4077203869819641	10.819260597229004	10.394083976745605	0.1312752515077591	0.1720006763935089	0.011048125103116035	0.9585701823234558	2.214002847671509
1990-01-24	0.4535	-0.61	6.0870748744903045	991.9983333333332	3.7908333333333335	1.9325	0.000995636	0.8316666666666667	-37.73966979980469	0.39991915225982666	10.812387466430664	10.494582176208496	0.13053683936595917	0.16407814621925354	0.011332445777952671	0.9504166841506958	2.117340087890625
1990-01-25	0.4535	-0.61	8.057862994199837	986.0258333333333	3.61	1.8841666666666663	0.0016920567	0.77875	-37.73966979980469	0.3895958364009857	10.795753479003906	10.682032585144043	0.12637263536453247	0.1528535783290863	0.011392786167562008	0.9293531775474548	2.111271858215332
1990-01-26	0.4535	-0.61	13.310199582403078	973.7375	4.858333333333333	1.4754166666666668	0.0015394688	0.9908333333333332	-37.73966979980469	0.3955935835838318	10.7022066116333	10.742240905761719	0.11522091925144196	0.14136363565921783	0.011841700412333012	0.9090659022331238	1.8487286567687988
1990-01-27	0.4535	-0.61	7.133152165851743	994.90125	3.679583333333333	1.4166666666666667	0.0032269955	0.7629166666666666	-37.73966979980469	0.4031270742416382	10.682075500488281	10.765198707580566	0.11098861694335938	0.13747867941856384	0.012384511530399323	0.9055878520011902	1.497602105140686
1990-01-28	0.4535	-0.61	8.863137879566953	993.1254166666666	4.775416666666667	2.080833333333333	0.0072927475	0.9166666666666666	-37.73966979980469	0.41208747029304504	10.652839660644531	10.76078987121582	0.1090419664978981	0.13798974454402924	0.012664846144616604	0.9065749645233154	1.2143244743347168
1990-01-29	0.4535	-0.61	7.592048910670916	998.4745833333332	4.837083333333333	1.852083333333333	0.00907588	0.5866666666666667	-37.73966979980469	0.42399677634239197	10.698726654052734	10.585265159606934	0.11123169958591461	0.1448037028312683	0.012860018759965897	0.9237839579582214	1.2367489337921143
1990-01-30	0.4535	-0.61	6.173554862151039	1000.2920833333332	4.5425	2.174583333333333	0.00845623	0.8829166666666667	-37.73966979980469	0.43378081917762756	10.755176544189453	10.205467224121094	0.11741212755441666	0.15743732452392578	0.013229615986347198	0.9511362910270691	1.312434434890747
1990-01-31	0.4535	-0.61	7.561350472480149	1001.0358333333334	6.579166666666667	3.525416666666666	0.017470121	0.9304166666666666	-37.73966979980469	0.4347776174545288	10.759858131408691	9.946763038635254	0.12238308042287827	0.16716423630714417	0.01314660906791687	0.9689083099365234	1.4923722743988037
1990-02-01	0.7258	-0.61	5.286995281541272	1003.6016666666666	6.72125	3.4633333333333334	0.0297091	0.9845833333333333	-37.73966979980469	0.43578243255615234	10.871147155761719	9.919403076171875	0.1266518235206604	0.17540620267391205	0.013810290955007076	0.9863457083702087	1.5032284259796143
1990-02-02	0.7258	-0.61	6.561366474634879	1002.2745833333332	5.242916666666667	3.388333333333333	0.017158985	0.8300000000000001	-37.73966979980469	0.43048518896102905	11.032157897949219	10.079459190368652	0.12773795425891876	0.17619797587394714	0.01398236770182848	0.9887726902961731	1.700515627861023
1990-02-03	0.7258	-0.61	6.56276757589161	1004.0354166666666	5.451249999999999	2.859583333333333	0.018884182	0.7870833333333334	-37.73966979980469	0.40816932916641235	11.131573677062988	10.377772331237793	0.125575453042984	0.16564278304576874	0.012053546495735645	0.9550253748893738	2.2865684032440186
1990-02-04	0.7258	-0.61	7.271540620184748	1011.415	6.070416666666667	3.442916666666666	0.018011093	0.7420833333333333	-37.73966979980469	0.40617871284484863	11.291781425476074	10.539424896240234	0.12350710481405258	0.16167192161083221	0.011834271252155304	0.9519454836845398	2.6439082622528076
1990-02-05	0.7258	-0.61	6.230969104795921	1017.5275	7.095833333333334	4.035	0.026794434	0.8533333333333334	-37.73966979980469	0.3972947597503662	11.413824081420898	10.698172569274902	0.12168976664543152	0.15610340237617493	0.010975313372910023	0.9368203282356262	3.122014045715332
1990-02-06	0.7258	-0.61	4.921764172166356	1015.1120833333332	5.12125	1.6362500000000002	0.034321547	0.30875	-37.73966979980469	0.39770910143852234	11.661956787109375	10.953287124633789	0.11660328507423401	0.15123382210731506	0.010294591076672077	0.9269552826881409	4.173802852630615
1990-02-07	0.7258	-0.61	8.704103071757526	1001.9845833333334	7.09	3.7083333333333335	0.030255556	0.7083333333333334	-37.73966979980469	0.39538174867630005	11.917950630187988	11.11361312866211	0.11313945055007935	0.14657369256019592	0.010262732394039631	0.9237962365150452	4.726265907287598
1990-02-08	0.7258	-0.61	12.181097134235204	989.88125	8.8025	5.5625	0.028697014	0.8733333333333334	-37.73966979980469	0.3923669159412384	12.053973197937012	11.280915260314941	0.10722743719816208	0.1387217491865158	0.010678586550056934	0.9188077449798584	4.661086559295654
1990-02-09	0.7258	-0.61	7.948583085200298	1011.5779166666666	5.7425	1.975833333333333	0.012834549	0.5075	-37.73966979980469	0.3990255892276764	12.045157432556152	11.44910717010498	0.10494489967823029	0.1347472369670868	0.011006097309291363	0.9290599226951599	4.481541156768799
1990-02-10	0.7258	-0.61	6.608343664859556	1007.1654166666668	5.939583333333334	3.1375	0.01995039	0.8054166666666666	-37.73966979980469	0.39997398853302	12.030385971069336	11.598803520202637	0.1037619337439537	0.1330447793006897	0.011151496320962906	0.9321264624595642	4.394983291625977
1990-02-11	0.7258	-0.61	6.686020231308793	990.9383333333334	4.354583333333333	2.4054166666666665	0.017483234	0.8112499999999999	-37.73966979980469	0.3991219699382782	12.028704643249512	11.707756996154785	0.1034240648150444	0.1307975947856903	0.011668074876070023	0.9331826567649841	4.183928489685059
1990-02-12	0.7258	-0.61	8.535205991365684	981.4445833333332	3.322083333333333	0.7745833333333333	0.0009999275	0.9191666666666666	-37.73966979980469	0.39822012186050415	11.94753646850586	11.738677978515625	0.10205775499343872	0.12804915010929108	0.012531382031738758	0.935108482837677	3.806537628173828
1990-02-13	0.7258	-0.61	5.960768455239745	984.0195833333332	3.37625	1.4370833333333335	0.012321949	0.8416666666666667	-37.73966979980469	0.39967650175094604	11.89765453338623	11.71912956237793	0.10250531136989594	0.1268768459558487	0.013516264036297798	0.9439817070960999	3.3985671997070312
1990-02-14	0.7258	-0.61	4.391523728786724	981.9845833333334	1.955	0.2799999999999999	0.010143757	0.8345833333333333	-37.73966979980469	0.41098752617836	11.900113105773926	11.587626457214355	0.099253349006176	0.12677422165870667	0.014583112671971321	0.9554673433303833	3.2458138465881348
1990-02-15	0.7258	-0.61	1.9298330063409657	989.1091666666666	0.1970833333333333	-1.6654166666666663	-0.07947731	0.7716666666666666	-37.73966979980469	0.40320634841918945	12.017874717712402	11.608291625976562	0.09815021604299545	0.12788239121437073	0.014494271017611027	0.9485639929771423	3.4897549152374268
1990-02-16	0.7258	-0.61	2.9531591455429846	997.5108333333332	0.8491666666666666	-0.47875	-0.20667863	0.6458333333333334	-37.73966979980469	0.38159844279289246	12.194604873657227	11.810748100280762	0.0956033319234848	0.12876568734645844	0.012831826694309711	0.9269241690635681	4.35024356842041
1990-02-17	0.7258	-0.61	5.247313108056336	1007.55875	3.315416666666667	0.6887500000000001	0.016679764	0.7225	-37.73966979980469	0.3823964595794678	12.182863235473633	11.752808570861816	0.09304139763116837	0.13372403383255005	0.011550688184797764	0.931259036064148	5.356389999389648
1990-02-18	0.7258	-0.61	4.269649314198882	1006.1970833333334	5.822916666666667	3.65875	0.039042234	0.7804166666666666	-37.73966979980469	0.382394939661026	12.210775375366211	11.734598159790039	0.09403757750988007	0.13731451332569122	0.010579584166407585	0.9416347146034241	6.271916389465332
1990-02-19	0.7258	-0.61	5.752996182728423	1011.15875	5.253333333333333	3.967916666666667	0.027222157	0.7620833333333333	-37.73966979980469	0.37798550724983215	12.240938186645508	11.821141242980957	0.09390268474817276	0.13638710975646973	0.009719065390527248	0.9425835609436035	7.05016565322876
1990-02-20	0.7258	-0.61	8.104516652604817	1013.08625	10.634166666666667	8.197083333333333	0.037257195	0.9954166666666668	-37.73966979980469	0.3636007010936737	12.113178253173828	11.919978141784668	0.09325855225324631	0.1317206621170044	0.008809504099190235	0.9270719885826111	7.448615550994873
1990-02-21	0.7258	-0.61	7.808281770389757	1017.6233333333332	10.4025	6.964166666666666	0.13167048	0.5925	-37.73966979980469	0.36325517296791077	12.008810043334961	12.035154342651367	0.09153109043836594	0.12594649195671082	0.008479748852550983	0.9202795028686523	7.648041248321533
1990-02-22	0.7258	-0.61	7.171437673830732	1030.4183333333333	7.48	3.813333333333333	0.03105545	0.5404166666666667	-37.73966979980469	0.36736634373664856	11.92241096496582	12.128728866577148	0.09038124233484268	0.12271302938461304	0.008311457000672817	0.9146164655685425	7.5612101554870605
1990-02-23	0.7258	-0.61	5.327305396874162	1027.3366666666668	7.89875	3.57875	0.07210541	0.2829166666666666	-37.73966979980469	0.3756534457206726	11.9550199508667	12.121907234191895	0.09111392498016357	0.1216878592967987	0.008433392271399498	0.9167290925979614	7.49360990524292
1990-02-24	0.7258	-0.61	6.197505526001034	1014.6816666666668	8.677916666666667	6.012083333333333	0.059802532	0.6570833333333334	-37.73966979980469	0.3781662583351135	12.038016319274902	12.061888694763184	0.09284502267837524	0.12141748517751694	0.008768487721681595	0.9175159335136414	7.307458877563477
1990-02-25	0.7258	-0.61	9.269684420694528	1000.2708333333334	8.265833333333333	3.8475	0.016872406	0.7408333333333333	-37.73966979980469	0.3758907616138458	12.006718635559082	11.981788635253906	0.09412265568971634	0.12110623717308044	0.009549160487949848	0.9163982272148132	6.772606372833252
1990-02-26	0.7258	-0.61	11.02538331559228	971.5716666666668	6.210833333333333	3.7829166666666665	0.02452755	0.9404166666666668	-37.73966979980469	0.3790391683578491	11.990095138549805	11.962658882141113	0.09397067874670029	0.11737960577011108	0.011476533487439156	0.9179997444152832	5.448789119720459
1990-02-27	0.7258	-0.61	9.919680400502074	966.0175	3.715	-0.5854166666666667	0.0046567917	0.7258333333333332	-37.73966979980469	0.3791016638278961	11.939900398254395	11.89005184173584	0.09212596714496613	0.11347993463277817	0.013421028852462769	0.9177501797676086	4.388680458068848
1990-02-28	0.7258	-0.61	9.012268331211269	972.7241666666667	4.976666666666667	2.3125	0.013568401	0.7904166666666667	-37.73966979980469	0.3767170011997223	11.957494735717773	11.969776153564453	0.09126698225736618	0.11209804564714432	0.014575479552149773	0.9180203676223755	3.6403112411499023
1990-03-01	0.5702	-0.61	6.273277978044452	980.8133333333334	2.794583333333333	0.6016666666666667	0.011966705	0.8729166666666667	-37.73966979980469	0.38415706157684326	11.888489723205566	11.945049285888672	0.08972114324569702	0.1137339174747467	0.014884784817695618	0.9200670719146729	3.256063222885132
1990-03-02	0.5702	-0.61	7.2832254857835395	1005.1204166666666	1.5216666666666667	-3.1525	0.015363693	0.4720833333333333	-37.73966979980469	0.3970572352409363	11.681438446044922	11.68686580657959	0.0917288064956665	0.12384934723377228	0.014056434854865074	0.9371225237846375	3.364530563354492
1990-03-03	0.5702	-0.61	4.652748296691763	1025.9791666666667	2.8579166666666667	-1.4120833333333334	0.043066025	0.49	-37.73966979980469	0.420855313539505	11.573177337646484	11.399420738220215	0.09563405066728592	0.14282672107219696	0.012764936313033104	0.9728657007217407	3.963548183441162
1990-03-04	0.5702	-0.61	9.60335798233072	1018.2858333333334	5.873333333333334	2.6645833333333333	0.023172855	0.5816666666666667	-37.73966979980469	0.43463900685310364	11.553824424743652	11.263507843017578	0.10244538635015488	0.16297730803489685	0.011893687769770622	1.0198829174041748	4.541220664978027
1990-03-05	0.5702	-0.61	10.01991656253277	1008.2791666666668	6.0875	3.10875	0.017135143	0.9379166666666668	-37.73966979980469	0.4383353888988495	11.398909568786621	11.167510986328125	0.10705836862325668	0.16926904022693634	0.011683718301355839	1.0413944721221924	4.660109996795654
1990-03-06	0.5702	-0.61	7.744348854174661	998.1595833333334	4.53625	2.178333333333333	0.016805649	0.68	-37.73966979980469	0.4288625419139862	11.407203674316406	11.394680976867676	0.1092427596449852	0.15988929569721222	0.011761297471821308	1.0228766202926636	4.624587059020996
1990-03-07	0.5702	-0.61	6.689952126681981	1006.6054166666668	5.32875	3.14125	0.0449543	0.7970833333333333	-37.73966979980469	0.42065101861953735	11.392189979553223	11.563464164733887	0.10960011929273605	0.14933717250823975	0.011796953156590462	0.9888264536857605	4.4768571853637695
1990-03-08	0.5702	-0.61	7.040154262485234	1007.68	7.759583333333333	6.1258333333333335	0.03428316	0.99875	-37.73966979980469	0.41224637627601624	11.447428703308105	11.740588188171387	0.11123517900705338	0.14163599908351898	0.011678378097712994	0.9616734385490417	4.136089324951172
1990-03-09	0.5702	-0.61	10.006484510268022	999.7045833333332	5.149583333333333	0.9995833333333334	0.01063776	0.6433333333333333	-37.73966979980469	0.40704506635665894	11.577850341796875	11.818878173828125	0.11248670518398285	0.13738268613815308	0.012042194604873657	0.9476622343063354	3.5955467224121094
1990-03-10	0.5702	-0.61	6.875781711225415	1013.0445833333332	4.28375	0.1308333333333333	0.038747787	0.68125	-37.73966979980469	0.40891116857528687	11.48599910736084	11.639012336730957	0.11088770627975464	0.13812242448329926	0.011721435002982616	0.9391775131225586	3.588672399520874
1990-03-11	0.5702	-0.61	8.905547626887229	1007.7783333333332	8.029166666666667	5.703749999999999	0.024561405	0.765	-37.73966979980469	0.4209936559200287	11.417333602905273	11.37144947052002	0.1111152395606041	0.14317572116851807	0.011983579955995083	0.9575730562210083	3.514831781387329
1990-03-12	0.5702	-0.61	10.967848909288582	1008.4358333333332	6.30875	1.0733333333333337	0.023052692	0.1358333333333333	-37.73966979980469	0.42479416728019714	11.403315544128418	11.346074104309082	0.10705312341451645	0.14561089873313904	0.011265728622674942	0.9683883190155029	4.209287166595459
1990-03-13	0.5702	-0.61	3.819017547558917	1022.7816666666666	3.59625	-1.2179166666666668	0.057944775	0.6191666666666666	-37.73966979980469	0.4193255603313446	11.42776870727539	11.396815299987793	0.10870811343193054	0.1511802226305008	0.010369041934609413	0.9677593111991882	4.78563117980957
1990-03-14	0.5702	-0.61	4.422189935795141	1026.66	4.053333333333334	1.80875	0.026621342	0.9691666666666668	-37.73966979980469	0.4155498445034027	11.479933738708496	11.453230857849121	0.11216966062784195	0.15846867859363556	0.01005828008055687	0.9628779292106628	4.750446796417236
1990-03-15	0.5702	-0.61	5.34159628741788	1030.0129166666668	6.659583333333334	4.119583333333334	0.062007427	0.88375	-37.73966979980469	0.4108121991157532	11.508052825927734	11.449402809143066	0.11804579198360443	0.16540084779262543	0.009993869811296463	0.9659547209739685	4.555582523345947
1990-03-16	0.5702	-0.61	6.354389930983898	1028.4108333333334	8.762500000000001	5.165	0.05230522	0.6870833333333333	-37.73966979980469	0.40201231837272644	11.603960037231445	11.596821784973145	0.12298780679702759	0.16584253311157227	0.009893298149108887	0.9723852872848511	4.569807052612305
1990-03-17	0.5702	-0.61	4.02083722651226	1029.5825	9.102083333333333	5.065416666666667	0.1910491	0.0016666666666666	-37.73966979980469	0.3861461281776428	11.691312789916992	11.683175086975098	0.12115606665611267	0.15973591804504395	0.008976178243756294	0.9545173048973083	6.021302700042725
1990-03-18	0.5702	-1.215	3.425785032953764	1029.0625	9.725416666666666	5.4679166666666665	0.40413952	0.0	-37.73966979980469	0.3736635148525238	11.960371017456055	11.765793800354004	0.12042281776666641	0.1576429158449173	0.008277179673314095	0.9573772549629211	8.012510299682617
1990-03-19	0.5702	-16.6875	6.160933515827903	1021.2683333333332	10.0125	5.944166666666667	0.47889423	0.5904166666666667	-37.73966979980469	0.35128045082092285	12.320430755615234	12.080042839050293	0.11772526800632477	0.15609990060329437	0.006714544724673033	0.9593687057495117	9.180306434631348
1990-03-20	0.5702	-0.61	5.382652130169934	1015.5445833333332	7.210416666666667	3.4683333333333333	0.06206417	0.5850000000000001	-37.73966979980469	0.3299349546432495	12.344003677368164	12.150323867797852	0.10896973311901093	0.15482357144355774	0.005911934655159712	0.9313528537750244	10.921072959899902
1990-03-21	0.5702	-0.61	6.411446183783826	1009.48	8.044583333333334	5.9625	0.06269884	0.97875	-37.73966979980469	0.32109397649765015	12.145896911621094	12.05960464477539	0.10906864702701569	0.1553044468164444	0.006791386287659407	0.9262437224388123	9.722406387329102
1990-03-22	0.5702	-0.61	7.951071395434044	1006.0745833333334	8.318333333333333	4.332083333333333	0.04041004	0.4166666666666667	-37.73966979980469	0.3045942485332489	11.903097152709961	12.05650806427002	0.11084065586328506	0.1552579700946808	0.00836232677102089	0.923969030380249	8.620824813842773
1990-03-23	0.5702	-0.61	8.441294209428394	1008.49625	7.392916666666667	3.6879166666666663	0.02988863	0.8520833333333333	-37.73966979980469	0.29350730776786804	11.519401550292969	12.019862174987793	0.11025537550449371	0.15330292284488678	0.009695220738649368	0.9170915484428406	7.397792816162109
1990-03-24	0.5702	-0.61	9.016846820186418	1002.6295833333334	7.655833333333334	4.537916666666667	0.030974865	0.94375	-37.73966979980469	0.29128944873809814	11.02786922454834	11.914926528930664	0.10600277036428452	0.14702969789505005	0.010809732601046562	0.9001124501228333	6.123218059539795
1990-03-25	0.5702	-0.61	6.744328441471478	1002.78625	5.1937500000000005	1.3141666666666667	0.02490282	0.2058333333333333	-37.73966979980469	0.3190217614173889	10.832317352294922	11.68008041381836	0.09229310601949692	0.13506796956062317	0.01141402218490839	0.8851363658905029	5.919789791107178
1990-03-26	0.5702	-0.61	3.606558965656188	1017.4033333333332	4.835	0.5816666666666667	0.08637524	0.30125	-37.73966979980469	0.3503243923187256	10.986019134521484	11.477971076965332	0.08466645330190659	0.1325037181377411	0.011340788565576077	0.885459303855896	6.229498386383057
1990-03-27	0.5702	-0.61	2.5487459401036774	1027.690833333333	2.86	-1.5733333333333333	0.18544865	0.2245833333333333	-2.400916527508967	0.37842628359794617	11.31058406829834	11.774803161621094	0.09065251052379608	0.13035626709461212	0.009723637253046036	0.8950144052505493	6.486964225769043
1990-03-28	0.5702	-0.61	2.246526967514482	1026.5654166666666	2.3633333333333333	-1.8	0.115837574	0.6208333333333333	-37.73966979980469	0.3793744444847107	11.56425952911377	11.660568237304688	0.09986206144094467	0.13766583800315857	0.009586503729224205	0.8951345682144165	6.481600761413574
1990-03-29	0.5702	-1.215	2.8085474479436865	1027.0358333333334	4.11625	-0.1933333333333333	0.21898699	0.4354166666666666	-37.73966979980469	0.36646217107772827	11.913016319274902	11.741171836853027	0.11476920545101166	0.15170274674892426	0.00969177857041359	0.9057180881500244	6.496135234832764
1990-03-30	0.5702	-0.61	6.893284771373692	1025.9008333333334	8.047916666666667	4.647916666666666	0.05581093	0.695	-37.73966979980469	0.3609950840473175	12.22179126739502	11.862457275390625	0.11947572976350784	0.16226673126220703	0.009408446960151196	0.9111844897270203	6.887880325317383
1990-03-31	0.5702	-0.61	5.636718341185083	1029.3466666666666	9.799166666666666	6.1620833333333325	0.17089367	0.2195833333333333	-37.73966979980469	0.3436044752597809	12.657694816589355	12.013662338256836	0.12651878595352173	0.1704566925764084	0.008864224888384342	0.9295315742492676	7.573790550231934
1990-04-01	0.716	-0.61	3.7453215543553298	1020.6404166666666	9.54625	6.48375	0.24985552	0.1241666666666666	-37.73966979980469	0.3152504563331604	13.490214347839355	12.176994323730469	0.13092495501041412	0.17277227342128754	0.00830854568630457	0.9452434182167053	8.878885269165039
1990-04-02	0.716	-3.5211	4.207736707377372	1001.3095833333332	11.029583333333331	6.132916666666667	0.56413794	0.3158333333333333	-4.21962450790512	0.29671338200569153	14.328704833984375	12.459355354309082	0.11987033486366272	0.15041270852088928	0.0073509663343429565	0.9357569813728333	10.480732917785645
1990-04-03	0.716	-12.0256	6.058416538222858	990.8116666666666	7.635000000000001	3.776666666666667	0.6807027	0.69	-13.217267475546612	0.28461509943008423	14.952881813049316	12.598774909973145	0.10588056594133377	0.12543074786663055	0.00669402489438653	0.9379834532737732	11.007027626037598
1990-04-04	0.716	-0.61	6.974301967265412	1001.4104166666666	4.22	-1.143333333333333	0.184309	0.3487499999999999	-37.73966979980469	0.2888718545436859	13.283345222473145	12.873445510864258	0.08679914474487305	0.12434914708137512	0.00771308783441782	0.9335588216781616	12.849517822265625
1990-04-05	0.716	-0.61	3.963799343829949	1014.74875	3.5229166666666667	-2.82375	0.08962631	0.2216666666666666	-37.73966979980469	0.2844647467136383	13.561883926391602	12.85002326965332	0.08147292584180832	0.1283501237630844	0.008966796100139618	0.9297327995300293	12.938749313354492
1990-04-06	0.716	-0.61	3.5383242180441976	1016.0758333333332	4.230833333333334	-1.81625	0.121204376	0.3383333333333333	-37.73966979980469	0.28365087509155273	13.951554298400879	12.80510425567627	0.07567235827445984	0.13383284211158752	0.009638156741857529	0.9243882894515991	13.394268989562988
1990-04-07	0.716	-0.61	2.9081921316852264	1017.2275	4.583333333333333	-2.195	0.20128536	0.54625	-37.73966979980469	0.25626468658447266	14.517481803894043	12.654972076416016	0.07473242282867432	0.13791225850582123	0.009830314666032791	0.9168790578842163	13.910053253173828
1990-04-08	0.716	-0.61	2.535426486327973	1024.6454166666667	1.9733333333333332	-5.397083333333334	0.18700933	0.1520833333333333	-37.73966979980469	0.25386980175971985	14.801337242126465	12.604948997497559	0.06633120030164719	0.1345696598291397	0.009324926882982254	0.9225426912307739	15.920799255371094
1990-04-09	0.716	-0.61	3.1772260820443345	1019.13875	3.2266666666666666	-4.252916666666667	0.21851015	0.0204166666666666	-37.73966979980469	0.265137642621994	14.815143585205078	12.590956687927246	0.058361005038022995	0.12517717480659485	0.008789286948740482	0.9564070105552673	18.228361129760742
