Date	inflow	thermD	delT	U	AirP	AirT	Hum	CC	MLD	W	Treatment
1990-02-09	0.7258	-0.61	0.012834549	7.948583085200298	1011.5779166666666	5.7425	1.975833333333333	0.5075	-37.73966979980469	0.0	0
1990-02-10	0.7258	-0.61	0.01995039	6.608343664859556	1007.1654166666668	5.939583333333334	3.1375	0.8054166666666666	-37.73966979980469	0.0	0
1990-02-11	0.7258	-0.61	0.017483234	6.686020231308793	990.9383333333334	4.354583333333333	2.4054166666666665	0.8112499999999999	-37.73966979980469	0.0	0
1990-02-12	0.7258	-0.61	0.0009999275	8.535205991365684	981.4445833333332	3.322083333333333	0.7745833333333333	0.9191666666666666	-37.73966979980469	8.036351660162499	0
1990-02-13	0.7258	-0.61	0.012321949	5.960768455239745	984.0195833333332	3.37625	1.4370833333333335	0.8416666666666667	-37.73966979980469	3.135741959796648	0
1990-02-14	0.7258	-0.61	0.010143757	4.391523728786724	981.9845833333334	1.955	0.2799999999999999	0.8345833333333333	-37.73966979980469	0.0	0
1990-02-15	0.7258	-0.61	-0.07947731	1.9298330063409657	989.1091666666666	0.1970833333333333	-1.6654166666666663	0.7716666666666666	-37.73966979980469	0.0	0
1990-02-16	0.7258	-0.61	-0.20667863	2.9531591455429846	997.5108333333332	0.8491666666666666	-0.47875	0.6458333333333334	-37.73966979980469	43.63314146144288	0
1990-02-17	0.7258	-0.61	0.016679764	5.247313108056336	1007.55875	3.315416666666667	0.6887500000000001	0.7225	-37.73966979980469	0.0	0
1990-02-18	0.7258	-0.61	0.039042234	4.269649314198882	1006.1970833333334	5.822916666666667	3.65875	0.7804166666666666	-37.73966979980469	0.0	0
1990-02-19	0.7258	-0.61	0.027222157	5.752996182728423	1011.15875	5.253333333333333	3.967916666666667	0.7620833333333333	-37.73966979980469	695.150524510518	0
1990-02-20	0.7258	-0.61	0.037257195	8.104516652604817	1013.08625	10.634166666666667	8.197083333333333	0.9954166666666668	-37.73966979980469	2.214784308711845	0
1990-02-21	0.7258	-0.61	0.13167048	7.808281770389757	1017.6233333333332	10.4025	6.964166666666666	0.5925	-37.73966979980469	0.0	0
1990-02-22	0.7258	-0.61	0.03105545	7.171437673830732	1030.4183333333333	7.48	3.813333333333333	0.5404166666666667	-37.73966979980469	1.566231045145053	0
1990-02-23	0.7258	-0.61	0.07210541	5.327305396874162	1027.3366666666668	7.89875	3.57875	0.2829166666666666	-37.73966979980469	9.14410080210174	0
1990-02-24	0.7258	-0.61	0.059802532	6.197505526001034	1014.6816666666668	8.677916666666667	6.012083333333333	0.6570833333333334	-37.73966979980469	8.002280389359855	0
1990-02-25	0.7258	-0.61	0.016872406	9.269684420694528	1000.2708333333334	8.265833333333333	3.8475	0.7408333333333333	-37.73966979980469	0.6407103346537966	0
1990-02-26	0.7258	-0.61	0.02452755	11.02538331559228	971.5716666666668	6.210833333333333	3.7829166666666665	0.9404166666666668	-37.73966979980469	14.908315852998683	0
1990-02-27	0.7258	-0.61	0.0046567917	9.919680400502074	966.0175	3.715	-0.5854166666666667	0.7258333333333332	-37.73966979980469	0.823211712271166	0
1990-02-28	0.7258	-0.61	0.013568401	9.012268331211269	972.7241666666667	4.976666666666667	2.3125	0.7904166666666667	-37.73966979980469	0.0	0
1990-03-01	0.5702	-0.61	0.011966705	6.273277978044452	980.8133333333334	2.794583333333333	0.6016666666666667	0.8729166666666667	-37.73966979980469	2.433882409333906	0
1990-03-02	0.5702	-0.61	0.015363693	7.2832254857835395	1005.1204166666666	1.5216666666666667	-3.1525	0.4720833333333333	-37.73966979980469	0.0	0
1990-03-03	0.5702	-0.61	0.043066025	4.652748296691763	1025.9791666666667	2.8579166666666667	-1.4120833333333334	0.49	-37.73966979980469	0.0	0
1990-03-04	0.5702	-0.61	0.023172855	9.60335798233072	1018.2858333333334	5.873333333333334	2.6645833333333333	0.5816666666666667	-37.73966979980469	0.648423485123218	0
1990-03-05	0.5702	-0.61	0.017135143	10.01991656253277	1008.2791666666668	6.0875	3.10875	0.9379166666666668	-37.73966979980469	0.4722357605179536	0
1990-03-06	0.5702	-0.61	0.016805649	7.744348854174661	998.1595833333334	4.53625	2.178333333333333	0.68	-37.73966979980469	2.4489042398996266	0
1990-03-07	0.5702	-0.61	0.0449543	6.689952126681981	1006.6054166666668	5.32875	3.14125	0.7970833333333333	-37.73966979980469	86.06939677462597	0
1990-03-08	0.5702	-0.61	0.03428316	7.040154262485234	1007.68	7.759583333333333	6.1258333333333335	0.99875	-37.73966979980469	5.005643758358413	0
1990-03-09	0.5702	-0.61	0.01063776	10.006484510268022	999.7045833333332	5.149583333333333	0.9995833333333334	0.6433333333333333	-37.73966979980469	0.0	0
1990-03-10	0.5702	-0.61	0.038747787	6.875781711225415	1013.0445833333332	4.28375	0.1308333333333333	0.68125	-37.73966979980469	9.037103047837622	0
1990-03-11	0.5702	-0.61	0.024561405	8.905547626887229	1007.7783333333332	8.029166666666667	5.703749999999999	0.765	-37.73966979980469	1.844725347287512	0
1990-03-12	0.5702	-0.61	0.023052692	10.967848909288582	1008.4358333333332	6.30875	1.0733333333333337	0.1358333333333333	-37.73966979980469	0.528050359649074	0
1990-03-13	0.5702	-0.61	0.057944775	3.819017547558917	1022.7816666666666	3.59625	-1.2179166666666668	0.6191666666666666	-37.73966979980469	31.05037093444565	0
1990-03-14	0.5702	-0.61	0.026621342	4.422189935795141	1026.66	4.053333333333334	1.80875	0.9691666666666668	-37.73966979980469	38.71270206609229	0
1990-03-15	0.5702	-0.61	0.062007427	5.34159628741788	1030.0129166666668	6.659583333333334	4.119583333333334	0.88375	-37.73966979980469	52.79517312502518	0
1990-03-16	0.5702	-0.61	0.05230522	6.354389930983898	1028.4108333333334	8.762500000000001	5.165	0.6870833333333333	-37.73966979980469	7.958402225791437	0
1990-03-17	0.5702	-0.61	0.1910491	4.02083722651226	1029.5825	9.102083333333333	5.065416666666667	0.0016666666666666	-37.73966979980469	126.62916361454708	0
1990-03-18	0.5702	-1.215	0.40413952	3.425785032953764	1029.0625	9.725416666666666	5.4679166666666665	0.0	-37.73966979980469	10000.0	0
1990-03-19	0.5702	-16.6875	0.47889423	6.160933515827903	1021.2683333333332	10.0125	5.944166666666667	0.5904166666666667	-37.73966979980469	98.30612349344877	0
1990-03-20	0.5702	-0.61	0.06206417	5.382652130169934	1015.5445833333332	7.210416666666667	3.4683333333333333	0.5850000000000001	-37.73966979980469	7.622877895896394	0
1990-03-21	0.5702	-0.61	0.06269884	6.411446183783826	1009.48	8.044583333333334	5.9625	0.97875	-37.73966979980469	72.4013845514949	0
1990-03-22	0.5702	-0.61	0.04041004	7.951071395434044	1006.0745833333334	8.318333333333333	4.332083333333333	0.4166666666666667	-37.73966979980469	3.158937522399285	0
1990-03-23	0.5702	-0.61	0.02988863	8.441294209428394	1008.49625	7.392916666666667	3.6879166666666654	0.8520833333333333	-37.73966979980469	3.967211417368852	0
1990-03-24	0.5702	-0.61	0.030974865	9.016846820186418	1002.6295833333334	7.655833333333334	4.537916666666667	0.94375	-37.73966979980469	3.497119744011275	0
1990-03-25	0.5702	-0.61	0.02490282	6.744328441471478	1002.78625	5.1937500000000005	1.3141666666666667	0.2058333333333333	-37.73966979980469	2.74780712958524	0
1990-03-26	0.5702	-0.61	0.08637524	3.606558965656188	1017.4033333333332	4.835	0.5816666666666667	0.30125	-37.73966979980469	170.8274122450249	0
1990-03-27	0.5702	-0.61	0.18544865	2.5487459401036774	1027.690833333333	2.86	-1.5733333333333333	0.2245833333333333	-2.400916527508967	15.423591272357822	0
1990-03-28	0.5702	-0.61	0.115837574	2.246526967514482	1026.5654166666666	2.3633333333333333	-1.8	0.6208333333333333	-37.73966979980469	284.29756672451384	0
1990-03-29	0.5702	-1.215	0.21898699	2.8085474479436865	1027.0358333333334	4.11625	-0.1933333333333333	0.4354166666666666	-37.73966979980469	216.7680337272567	0
1990-03-30	0.5702	-0.61	0.05581093	6.893284771373692	1025.9008333333334	8.047916666666667	4.647916666666666	0.695	-37.73966979980469	9.858135078595213	0
1990-03-31	0.5702	-0.61	0.17089367	5.636718341185083	1029.3466666666666	9.799166666666666	6.1620833333333325	0.2195833333333333	-37.73966979980469	56.82701854067268	0
1990-04-01	0.716	-0.61	0.24985552	3.7453215543553298	1020.6404166666666	9.54625	6.48375	0.1241666666666666	-37.73966979980469	334.0436741942001	0
1990-04-02	0.716	-3.5211	0.56413794	4.207736707377372	1001.3095833333332	11.029583333333331	6.132916666666667	0.3158333333333333	-4.21962450790512	195.6147153139325	0
1990-04-03	0.716	-12.0256	0.6807027	6.058416538222858	990.8116666666666	7.635000000000001	3.776666666666667	0.69	-13.217267475546612	98.2716719188149	0
1990-04-04	0.716	-0.61	0.184309	6.974301967265412	1001.4104166666666	4.22	-1.143333333333333	0.3487499999999999	-37.73966979980469	169.94076968484993	0
1990-04-05	0.716	-0.61	0.08962631	3.963799343829949	1014.74875	3.5229166666666667	-2.82375	0.2216666666666666	-37.73966979980469	72.89910684080083	0
1990-04-06	0.716	-0.61	0.121204376	3.5383242180441976	1016.0758333333332	4.230833333333334	-1.81625	0.3383333333333333	-37.73966979980469	202.9389076927893	0
1990-04-07	0.716	-0.61	0.20128536	2.9081921316852264	1017.2275	4.583333333333333	-2.195	0.54625	-37.73966979980469	342.7649666169762	0
1990-04-08	0.716	-0.61	0.18700933	2.535426486327973	1024.6454166666667	1.9733333333333327	-5.397083333333334	0.1520833333333333	-37.73966979980469	3403.176233120896	0
1990-04-09	0.716	-0.61	0.21851015	3.1772260820443345	1019.13875	3.2266666666666666	-4.252916666666667	0.0204166666666666	-37.73966979980469	332.4476485219589	0
1990-04-10	0.716	-0.61	0.13672304	4.978411574270366	1004.6466666666666	4.2825	-1.413333333333333	0.6054166666666666	-37.73966979980469	112.54223696887	0
1990-04-11	0.716	-0.61	0.1264329	4.55502412649092	997.5033333333334	6.725833333333333	3.5854166666666667	0.5041666666666667	-37.73966979980469	162.3135157034314	0
1990-04-12	0.716	-1.215	0.21494246	2.516623167745252	1010.505	6.428333333333334	3.8220833333333335	0.7820833333333334	-26.40983708632198	1293.8215741350427	0
1990-04-13	0.716	-3.6406	0.44771242	3.3812119654493142	1009.61	8.008333333333333	6.064583333333334	0.9416666666666668	-4.571091871546786	1096.6603892509297	0
1990-04-14	0.716	-8.9466	0.7028351	4.929361870579956	1006.22625	9.370416666666667	6.1175	0.88625	-10.007930159286923	1489.5527954689642	0
1990-04-15	0.716	-14.2441	0.72594595	5.859002841555458	1000.3675	7.020416666666667	4.1658333333333335	0.71625	-15.520659497819503	271.3444405172254	0
1990-04-16	0.716	-22.6304	0.69635534	5.50092976828076	1005.4745833333332	6.8187500000000005	3.3791666666666664	0.6483333333333333	-23.1887732386656	393.9659318001353	0
1990-04-17	0.716	-23.9052	0.7470465	4.326782223668151	1011.7795833333332	5.762083333333333	2.780416666666667	0.5395833333333333	-20.531279570329872	10000.0	0
1990-04-18	0.716	-1.215	0.9230008	2.3872678968795684	1017.4645833333334	5.639166666666667	1.45625	0.45625	-19.71029287820526	10000.0	0
1990-04-19	0.716	-23.9961	1.0480433	4.26056051277918	1015.6145833333334	6.96875	2.952916666666667	0.8975	-9.010260450440082	98.38550166461894	0
1990-04-20	0.716	-19.4804	1.1819658	5.996476611726387	1017.0716666666668	11.682083333333331	6.873333333333334	0.4808333333333333	-20.195446041250506	284.8885581191844	0
1990-04-21	0.716	-24.8231	1.4621396	6.313637358727537	1018.0591666666666	11.8075	5.927083333333333	0.2254166666666666	-25.25409799264246	597.6190099311445	0
1990-04-22	0.716	-26.1001	1.7165761	4.877623749510318	1016.5554166666666	11.274583333333334	3.94125	0.0533333333333333	-25.024317293583	1283.209396401044	0
1990-04-23	0.716	-26.093	1.9536724	4.825365349028415	1016.7779166666666	11.495416666666666	2.058333333333333	0.0995833333333333	-16.101239992066567	555.583818168746	0
1990-04-24	0.716	-26.0899	2.069335	5.964172381965793	1015.3345833333332	12.308750000000002	2.5966666666666667	0.6516666666666667	-20.47510740755548	559.4084645136221	0
1990-04-25	0.716	-25.6735	2.2542748	3.611459002702305	1016.9454166666666	12.141666666666666	3.404583333333333	0.57375	-18.680936992208128	2279.783184568252	0
1990-04-26	0.716	-25.688	2.512123	3.853330590642756	1012.7854166666666	11.029583333333331	4.7058333333333335	0.7733333333333333	-3.0095808996876	390.5142345277384	0
1990-04-27	0.716	-25.6958	2.4915848	6.867401340955742	1006.02375	7.082083333333333	3.2770833333333336	0.6379166666666667	-18.518716138427045	720.3198415879081	0
1990-04-28	0.716	-24.7883	2.3744793	5.913185427053147	1018.175	8.405833333333334	2.71125	0.4508333333333333	-24.87990623410629	2950.3018986779725	0
1990-04-29	0.716	-25.3927	2.4469762	4.924823490074729	1021.89	10.824166666666668	7.800416666666667	0.9041666666666668	-24.898241848602435	1888.8589304395723	0
1990-04-30	0.716	-25.4424	2.798502	5.700916766944832	1023.42625	12.57875	8.104166666666666	0.1929166666666666	-25.384742105558747	3222.2112558337712	0
1990-05-01	0.7873	-25.4484	3.2219343	3.297132423205664	1029.9829166666666	14.379166666666668	9.016666666666667	0.00125	-2.7759235719476827	1344.2914329884754	0
1990-05-02	0.7873	-25.4508	3.766901	3.008562742525566	1037.1966666666667	13.765	7.475833333333333	0.0	-37.73966979980469	10000.0	0
1990-05-03	0.7873	-3.2489	4.2814984	2.8423996040898256	1033.1795833333333	15.622083333333334	9.016666666666667	0.0	-2.791183440739979	422.48533349521705	0
1990-05-04	0.7873	-3.6922	4.8600626	3.257701282633981	1025.8466666666666	15.170833333333334	8.729166666666666	0.0	-3.7628994447913184	883.355061753167	0
1990-05-05	0.7873	-3.713	5.337417	1.9156841692033388	1020.88125	15.28375	7.37125	0.3779166666666667	-37.73966979980469	10000.0	0
1990-05-06	0.7873	-3.6559	5.633641	1.7971717459739434	1017.385	15.562083333333334	8.275833333333333	0.3470833333333333	-37.73966979980469	10000.0	0
1990-05-07	0.7873	-3.5857	6.048754	2.572029476244956	1014.3433333333334	16.210416666666667	7.444583333333333	0.0020833333333333	-37.73966979980469	10000.0	0
1990-05-08	0.7873	-3.4515	6.4775825	3.2347294631088066	1015.7679166666668	16.482083333333332	8.427916666666667	0.0070833333333333	-2.792445473836996	1622.6945040045875	0
1990-05-09	0.7873	-3.5469	6.89045	2.5194521563006647	1013.9741666666667	16.340416666666666	9.459583333333333	0.1633333333333333	-37.73966979980469	10000.0	0
1990-05-10	0.7873	-3.4483	7.285664	2.3699261965256624	1009.9925	16.237083333333334	11.127083333333331	0.5120833333333333	-37.73966979980469	10000.0	0
1990-05-11	0.7873	-3.7361	7.540852	3.003321777296484	1007.145	13.54	9.732083333333334	0.8891666666666667	-3.986171028371884	783.3351434005652	0
1990-05-12	0.7873	-4.9446	7.448171	4.287109017407049	1013.2708333333334	10.478333333333332	6.510833333333333	0.9833333333333334	-5.353003257018719	868.7243618709354	0
1990-05-13	0.7873	-5.0496	7.404182	2.7636018200983963	1010.0129166666668	11.836666666666666	8.411666666666667	0.8420833333333334	-4.33557563539531	3596.6830105179406	0
1990-05-14	0.7873	-5.0657	7.5238223	2.976592219889461	1007.5791666666668	11.339583333333332	8.803333333333333	0.7012499999999999	-3.963256815909444	10000.0	0
1990-05-15	0.7873	-6.0238	7.50147	4.168427286010431	1012.37625	11.863333333333337	7.824583333333333	0.80125	-5.701958271536808	1121.88665504949	0
1990-05-16	0.7873	-6.1214	7.641627	4.549668915933886	1010.9595833333332	12.739583333333334	10.24	0.7366666666666667	-5.426377146418252	4609.23414607456	0
1990-05-17	0.7873	-7.2858	7.774607	5.307964911269619	1009.445	10.697916666666666	6.683333333333334	0.5475	-7.818477193868301	1484.0051333295282	0
1990-05-18	0.7873	-7.3883	7.6860795	3.155946947597556	1017.6033333333334	10.35875	4.415	0.29375	-3.035338301522097	737.2274355174893	0
1990-05-19	0.7873	-7.3786	7.860135	3.3987533050164056	1024.3041666666666	9.94375	0.7720833333333333	0.02875	-2.616125188701754	10000.0	0
1990-05-20	0.7873	-7.374	7.9564886	1.619810904716423	1023.11625	10.957083333333332	3.6075	0.3208333333333333	-37.73966979980469	10000.0	0
1990-05-21	0.7873	-7.3658	8.120565	2.959941596640564	1015.6920833333334	11.44625	5.327916666666667	0.23875	-4.200758974043614	1457.4828783230928	0
1990-05-22	0.7873	-7.3351	8.128181	2.410882331644195	1014.0375	11.357083333333334	5.483750000000001	0.5779166666666666	-37.73966979980469	10000.0	0
1990-05-23	0.7873	-7.3459	8.17789	3.357572233211632	1013.8645833333334	11.84625	5.708749999999999	0.7204166666666666	-4.151684025433291	1823.129917646618	0
1990-05-24	0.7873	-7.6669	8.079123	6.151526406511852	1010.6825	11.88875	5.988333333333333	0.4833333333333333	-7.738002099764333	1053.9320351870138	0
1990-05-25	0.7873	-9.7448	7.158498	6.394393480656649	1011.8270833333332	10.212916666666668	4.64875	0.4929166666666666	-8.911711562362571	1773.3414161500211	0
1990-05-26	0.7873	-11.4177	6.7078314	7.149581043021964	1017.6058333333334	10.017083333333334	1.839583333333333	0.345	-11.319900043596624	1491.1447997186694	0
1990-05-27	0.7873	-12.809	6.1273255	6.274982277093155	1017.9591666666666	8.84625	3.0125	0.6675	-12.212451056371853	2544.329081748672	0
1990-05-28	0.7873	-13.0882	6.1789975	4.750477619874056	1021.3245833333334	10.434166666666666	3.625	0.3129166666666667	-5.963171503920869	2727.929212757694	0
1990-05-29	0.7873	-13.0829	6.482284	3.8349135475934766	1022.1733333333332	12.132916666666668	5.5008333333333335	0.25	-6.498405566180404	1459.7788212450128	0
1990-05-30	0.7873	-13.0759	6.81194	2.005395057517557	1018.655	11.74125	5.590833333333333	0.2233333333333333	-37.73966979980469	10000.0	0
1990-05-31	0.7873	-13.0692	7.061681	2.814008751730267	1016.6833333333334	13.409166666666666	8.93625	0.8445833333333334	-4.134622397435591	1828.101070020584	0
1990-06-01	0.6824	-13.0625	7.3075905	2.0913125945649766	1015.3941666666666	13.980833333333337	9.623333333333331	0.9866666666666668	-37.73966979980469	10000.0	0
1990-06-02	0.6824	-13.0556	7.657234	4.886192685444762	1003.27125	14.425833333333337	10.58	0.9429166666666666	-7.734076700129745	8065.37211884628	0
1990-06-03	0.6824	-13.0485	7.9057994	4.278081316895336	1002.7308333333334	13.605416666666663	9.612083333333333	0.4633333333333333	-7.158019648363179	10000.0	0
1990-06-04	0.6824	-7.3374	8.192984	4.448971299118132	999.4058333333334	13.279583333333331	10.367916666666668	0.95125	-7.7189302853847215	2027.3464932848024	0
1990-06-05	0.6824	-13.0328	8.4274025	3.361177003833012	1003.8758333333334	14.515833333333331	10.965416666666668	0.6475	-3.985318619604301	2706.7438213980345	0
1990-06-06	0.6824	-13.0239	8.83848	2.694319454610429	1008.1466666666666	15.562083333333334	11.745833333333332	0.7087500000000001	-37.73966979980469	10000.0	0
1990-06-07	0.6824	-13.0143	9.203734	3.21341455009663	1005.97875	15.659583333333332	11.068333333333332	0.6016666666666667	-2.633306345037825	5274.047779699402	0
1990-06-08	0.6824	-7.2784	9.528585	6.0898853337875325	1004.50625	14.890833333333331	12.155833333333334	0.915	-7.655554852919817	1461.184956441107	0
1990-06-09	0.6824	-8.7285	9.196201	4.492956015815055	1005.73625	16.592916666666667	11.02625	0.99875	-8.789082819348211	2267.4948625679976	0
1990-06-10	0.6824	-8.7263	9.455513	2.6364465679718325	1007.0758333333332	16.259583333333335	9.433333333333334	0.9766666666666668	-5.376094345042468	3008.158023179048	0
1990-06-11	0.6824	-8.7165	9.8370285	1.7101436210427698	1011.6525	16.33375	8.414166666666667	0.4816666666666667	-37.73966979980469	10000.0	0
1990-06-12	0.6824	-8.7156	10.205191	2.5859602385449545	1012.9875	16.155416666666667	9.3075	0.1170833333333333	-2.7743568977892337	2025.595235752728	0
1990-06-13	0.6824	-8.7152	10.504675	2.8809106393862858	1013.7591666666668	15.362083333333333	11.118333333333332	0.43625	-2.920940698801931	2386.368066965468	0
1990-06-14	0.6824	-8.7151	10.602303	3.351372410579581	1013.8804166666667	14.61875	9.44875	0.6175	-4.175792107236207	2758.414443457797	0
1990-06-15	0.6824	-8.7138	10.750014	1.7475908685381347	1015.17	14.3025	11.314583333333331	0.7570833333333334	-37.73966979980469	10000.0	0
1990-06-16	0.6824	-4.9473	10.847697	4.083737719904619	1012.5629166666666	14.51375	10.268333333333333	0.8495833333333334	-5.362616442823732	1155.9923242469358	0
1990-06-17	0.6824	-8.2258	10.706762	4.275449087155997	1008.8029166666666	13.921666666666669	9.000416666666666	0.8095833333333333	-6.5991138975038925	2174.5038610992947	0
1990-06-18	0.6824	-7.7265	10.583113	2.813679390249042	1009.3166666666666	14.954166666666666	9.25875	0.8475	-37.73966979980469	10000.0	0
1990-06-19	0.6824	-7.7253	10.784295	4.583837320038762	1011.6266666666668	17.159166666666668	12.57875	0.84	-6.558228160577369	6755.05423200401	0
1990-06-20	0.6824	-7.5568	11.109131	1.6437334831778216	1010.1245833333334	16.752083333333335	15.029583333333331	0.9883333333333332	-37.73966979980469	10000.0	0
1990-06-21	0.6824	-7.5722	11.331204	2.8787746720791927	1005.8070833333333	16.378333333333334	13.5675	0.7220833333333333	-2.893931824060056	3237.6367622388925	0
1990-06-22	0.6824	-7.5046	11.427591	5.7775641670903655	1002.8275	15.417916666666668	12.51625	0.6670833333333333	-7.811615288099412	1587.3344212781203	0
1990-06-23	0.6824	-8.5215	11.276363	4.830356353656554	1007.7820833333334	15.184583333333334	11.271666666666668	0.4658333333333333	-7.135652846937999	10000.0	0
1990-06-24	0.6824	-8.5436	11.431599	3.349858566518856	1014.6658333333334	14.883333333333333	10.05875	0.5825	-2.814472044536591	651.2643687966034	0
