Date	thermD	MLD	SW	AirT	Prec(mm)	relhum	Wdir	Wspeed(m/s)	CC	Inflow	W	delT	Ice_d	day_from_iceoff	MM
1985-06-01	-36.8		330.4529724	15.042857142857144	0.0	50.915330663071465	330.0	1.8571428571428568	13.0	18.497	0.0	-0.0281413570046424	52	1.0	6
1985-06-02	-36.8		287.4371338	16.337500000000002	0.0	57.831366738605496	240.0	2.125	29.33333333333333	17.6122	0.006485718484624527	-0.0266359373927116	52	2.0	6
1985-06-03	-36.8		316.6130371	12.7875	0.0	60.20345573044097	320.0	1.875	17.0	16.7699	0.06074307064247417	-0.0251572504639625	52	3.0	6
1985-06-04	-36.8		236.2200165	14.2125	0.0	67.07660947099889	160.0	2.125	29.33333333333333	15.9679	0.0	-0.0236915685236454	52	4.0	6
1985-06-05	-36.8		161.6750793	11.687500000000002	0.0	74.66469271881117	50.0	2.3125	75.33333333333333	15.2043	0.06547574830783989	-0.0222880989313125	52	5.0	6
1985-06-06	-36.8		68.83252716	8.975000000000001	0.0	73.41635301994741	50.0	2.0	100.0	14.4772	0.015318282773681836	-0.0209379307925701	52	6.0	6
1985-06-07	-36.8		169.8963928	9.0875	1.1	72.41708510468956	140.0	1.5	87.66666666666667	13.7849	0.035591906500132886	-0.0196318589150905	52	7.0	6
1985-06-08	-36.8		65.94573975	10.6375	10.8	83.03490892405621	100.0	1.125	96.0	13.4016	0.053863147239120196	0.0347477793693542	52	8.0	6
1985-06-09	-36.8		152.8341522	9.825	1.1	88.94022319753554	280.0	2.5	67.0	15.7657	0.0032322768862621154	-0.0070882439613342	52	9.0	6
1985-06-10	-36.8		256.3973999	12.5375	0.0	67.81889420921243	200.0	2.5	54.333333333333336	14.0553	0.003145866216084998	-0.5789556466042995	52	10.0	6
1985-06-11	-36.8		228.9739685	11.8	1.0	85.15934738664899	0.0	0.625	50.333333333333336	12.7366	0.0022152452150372083	-0.1003621816635131	52	11.0	6
1985-06-12	-36.8		215.1822357	9.75	1.1	90.68681197176998	0.0	1.125	79.33333333333333	12.0917	0.0	-0.1012157499790191	52	12.0	6
1985-06-13	-36.8		117.9523087	10.0375	0.0	85.98648427685318	140.0	1.375	100.0	11.571	0.39340699909689086	-0.1036275029182434	52	13.0	6
1985-06-14	-36.8		112.6927414	13.225	0.8	69.7216541876134	350.0	2.375	88.0	10.8207	0.10983900544788981	-0.5007997248321772	52	14.0	6
1985-06-15	-5.0251		71.13134003	10.95	0.0	82.44093593174692	340.0	3.0	100.0	10.4165	0.06464477274345588	-0.4859800972044468	52	15.0	6
1985-06-16	-0.55		240.7438202	14.0	0.0	74.24548998361202	10.0	1.375	75.0	9.80676	0.03879002033128733	-0.4619994759559631	52	16.0	6
1985-06-17	-0.55		235.398056	14.3625	0.0	75.43563154453928	0.0	0.625	75.33333333333333	9.28831	0.027901255901935405	-0.447679128497839	52	17.0	6
1985-06-18	-0.55		280.6469116	14.471428571428572	0.0	66.33958307228318	350.0	2.142857142857143	38.0	8.8222	0.024883882721309095	-0.1118359267711639	52	18.0	6
1985-06-19	-5.3495		253.0467224	17.875	0.0	55.62495695620393	350.0	2.375	50.333333333333336	8.3906	0.06848086600579022	-0.1124194860458374	52	19.0	6
1985-06-20	-6.3069		228.9870453	16.3375	16.1	82.02569923217501	30.0	2.125	58.66666666666666	7.98505	0.23494661739672615	-0.1127210259437561	52	20.0	6
1985-06-21	-7.2524		224.3797913	16.7375	0.0	73.55603275037845	40.0	1.0	54.333333333333336	12.5021	0.517327221445917	-0.1127651631832122	52	21.0	6
1985-06-22	-8.0956		276.2707214	19.15	0.0	65.6887372504001	30.0	1.375	37.66666666666666	9.99356	0.21900139109602534	-0.112574428319931	52	22.0	6
1985-06-23	-0.55		292.0495605	20.975	0.0	57.67168923356625	0.0	0.875	17.0	8.66858	0.1765887399659295	-0.112169474363327	52	23.0	6
1985-06-24	-0.55		262.0814514	21.300000000000004	0.0	63.37063953729341	210.0	1.375	4.333333333333333	7.87849	0.0580886743762721	-0.1115688681602478	52	24.0	6
1985-06-25	-0.55		288.1560669	21.4125	0.0	65.68880891396117	190.0	1.5	12.666666666666666	7.33525	0.023744254079043438	-0.1107900440692901	52	25.0	6
1985-06-26	-5.1489		246.2362671	20.5875	0.0	65.30150130548405	140.0	1.75	4.333333333333333	6.91066	0.029055163700079423	-0.1098488867282867	52	26.0	6
1985-06-27	-10.0726		255.7961121	16.075	2.1	72.894186172607	100.0	1.875	91.66666666666669	6.54747	0.1239445965944997	-0.1087601482868194	52	27.0	6
1985-06-28	-11.0073		153.8318634	15.725	3.5	78.00731957871167	40.0	1.5	79.33333333333333	6.74646	0.11213931618024554	-0.1075375378131866	52	28.0	6
1985-06-29	-22.4447		62.24737167	14.325	0.0	80.22507282110318	340.0	2.875	96.0	7.11028	0.032956468596122605	-0.1061937510967254	52	29.0	6
1985-06-30	-22.3144		221.9994202	13.925	0.0	64.05517824144958	40.0	1.875	50.333333333333336	6.36011	0.10728005692045813	-0.1047406792640686	52	30.0	6
1985-07-01	-23.108		267.3993225	14.175	0.0	64.77068294598548	340.0	2.0	87.66666666666667	5.87413	0.040174734995749375	-0.1031892895698547	52	31.0	7
1985-07-02	-29.401		231.4603729	13.1625	0.0	65.94472825852866	350.0	2.625	62.66666666666666	5.51261	0.10712993991495069	-0.1015498638153076	52	32.0	7
1985-07-03	-29.7095		322.6833191	15.8	0.0	58.49006532441751	320.0	1.5	33.666666666666664	5.21326	0.043874599427704365	-0.0998319685459137	52	33.0	7
1985-07-04	-36.8		105.3387833	17.487499999999997	4.1	80.19955351145455	200.0	1.875	91.66666666666669	4.94812	0.019451825950265688	-0.0980444550514221	52	34.0	7
1985-07-05	-36.8		298.7266541	19.9125	0.0	61.680462537994366	0.0	1.125	12.666666666666666	5.7487	0.05735804522783166	-0.0961956679821014	52	35.0	7
1985-07-06	-36.8		315.0315247	19.8	0.0	52.22565705464351	50.0	0.875	21.0	5.0887	0.01318596015680909	-0.0942932963371276	52	36.0	7
1985-07-07	-4.0929		203.0639648	17.975	0.0	57.748863620434285	340.0	2.125	67.0	4.67463	1.4117618944199932	-0.0923444926738739	52	37.0	7
1985-07-08	-6.4638		249.421524	16.2625	0.0	62.49319140545647	40.0	2.5	29.33333333333333	4.3754	0.10034531104279468	-0.0903560370206832	52	38.0	7
1985-07-09	-7.1462		285.4295959	16.7375	0.0	60.68484262604431	40.0	2.375	33.666666666666664	4.13261	0.14793505939386983	-0.0883340835571289	52	39.0	7
1985-07-10	-7.0341		294.3155212	18.4	0.0	57.99904276724111	330.0	1.75	62.66666666666666	3.92011	0.0950907745303029	-0.0862844884395599	52	40.0	7
1985-07-11	-4.5168		303.1748657	17.9875	0.0	67.41359646476197	240.0	2.5	29.33333333333333	3.72606	0.24857423040087168	-0.0842125564813613	52	41.0	7
1985-07-12	-5.0994		243.4367065	18.05	0.0	70.77419131564288	200.0	2.25	50.333333333333336	3.54496	0.36224587175008754	-0.0821234136819839	52	42.0	7
1985-07-13	-5.1028		204.0377502	18.2	0.0	78.24968444877639	230.0	2.25	87.66666666666667	3.37414	0.41751685279811135	-0.0800216048955917	52	43.0	7
1985-07-14	-5.2218		278.7617188	19.5875	0.0	62.988198178255615	230.0	2.0	67.0	3.21222	0.36511617169463406	-0.0779115110635757	52	44.0	7
1985-07-15	-6.267		173.5689545	19.58571428571429	6.5	82.67223997963605	140.0	2.7142857142857144	92.0	3.05836	0.6729934835855056	-0.0757970958948135	52	45.0	7
1985-07-16	-6.0404		276.2952881	16.8125	0.0	62.04398273350886	230.0	2.875	46.0	4.64773	0.5219141600273342	-0.0736821144819259	52	46.0	7
