Date	U	AirP	AirT	Hum	inflow	thermD	CC	MLD	W	delT	Treatment	NOX	DO_sur	DO_bot	PO4	TotP	TotN	NH4	Chl
2013-05-11	4.214781968544132	1010.3108333333332	11.868333333333332	8.317083333333334	1.0533	-7.6683	0.56875	-37.73966979980469	10000.0	4.7944207	1	0.023909099400043488	14.81969928741455	13.151637077331543	0.020456915721297264	0.052288398146629333	0.6781761050224304	0.00975180882960558	10.654759407043457
2013-05-12	4.010312316745249	1008.9508333333332	10.913333333333334	6.685416666666666	1.0533	-7.2546	0.3	-6.904919376523544	3736.659071687257	5.2523155	1	0.02788374572992325	13.917139053344727	13.07928466796875	0.020551040768623352	0.05092440918087959	0.6768774390220642	0.009540515020489693	10.599791526794434
2013-05-13	4.941024864710761	1007.955	9.987083333333333	6.59	1.0533	-7.3527	0.7658333333333333	-7.769051784597322	3665.349938870778	5.5698857	1	0.025402463972568512	12.641077041625977	12.828107833862305	0.019228056073188782	0.04876028001308441	0.6651037335395813	0.009292829781770706	9.793230056762695
2013-05-14	3.8695318856341374	1006.5266666666666	9.49625	4.752916666666667	1.0533	-8.3836	0.73375	-8.560533766207387	1166.71621039792	5.6763783	1	0.020199516788125038	12.419486999511719	12.775693893432617	0.016965553164482117	0.04775873199105263	0.651641309261322	0.009706181474030018	10.428034782409668
2013-05-15	7.393625032619583	1004.8079166666666	14.439583333333331	8.165416666666667	1.0533	-9.4297	0.5545833333333333	-9.299197793416504	734.6413765162976	5.9514604	1	0.014973633922636509	12.345888137817383	12.636260986328125	0.015240710228681564	0.046913061290979385	0.638500988483429	0.010129622183740139	10.499329566955566
2013-05-16	6.803141525052779	1002.2591666666668	17.0725	10.33625	1.0533	-10.7054	0.6537499999999999	-10.128841498277351	1051.8480774679902	6.1598153	1	0.01277099922299385	11.726423263549805	12.418783187866211	0.01478215679526329	0.04517791420221329	0.6316391825675964	0.009872972033917904	9.662368774414062
2013-05-17	6.731259802062976	1002.7279166666668	18.569166666666668	12.29	1.0533	-11.8333	0.7533333333333333	-11.898926978455112	1067.2476516588406	6.442363	1	0.010733779519796371	10.964790344238281	11.765360832214355	0.01587977446615696	0.04350624233484268	0.6317975521087646	0.010401328094303608	9.21749496459961
2013-05-18	5.854537511022745	1005.4508333333332	19.89375	11.785833333333334	1.0533	-11.9665	0.18625	-12.190628728375348	1763.4476309247923	7.107534	1	0.0114436699077487	11.672101020812988	11.3731107711792	0.016117187216877937	0.04206408932805061	0.6466993093490601	0.010229711420834064	10.300925254821777
2013-05-19	2.8006738875967554	1007.1908333333334	13.894166666666663	13.047916666666666	1.0533	-11.946	0.97	-37.73966979980469	10000.0	7.5589166	1	0.00980615895241499	12.433859825134277	11.237502098083496	0.019875915721058846	0.04384448751807213	0.6563036441802979	0.009914999827742577	10.25661849975586
2013-05-20	1.939925575278318	1005.7658333333334	15.28375	12.965000000000002	1.0533	-11.9351	0.8745833333333333	-37.73966979980469	10000.0	7.9490533	1	0.014674791134893894	12.472476959228516	10.840487480163574	0.028285449370741844	0.04653451219201088	0.6737471222877502	0.009918629191815853	10.286317825317383
2013-05-21	2.5481384636777453	1003.1625	14.212916666666668	12.777499999999998	1.0533	-11.9244	0.9966666666666668	-37.73966979980469	10000.0	8.2743225	1	0.01379348523914814	12.344037055969238	10.391593933105469	0.03649494796991348	0.04944124072790146	0.6791518926620483	0.009599274024367332	9.552231788635254
2013-05-22	5.195438499008233	996.5145833333332	10.675	9.89375	1.0533	-11.9135	0.9979166666666668	-4.179322967093573	10000.0	8.507674	1	0.012458101846277714	11.594512939453125	9.802061080932617	0.040218792855739594	0.05144403874874115	0.6800760626792908	0.009100100956857204	8.140287399291992
2013-05-23	3.967764693301378	1004.27625	8.890416666666667	2.6329166666666666	1.0533	-11.8181	0.4691666666666667	-8.844688974267763	7989.23664228836	8.163916	1	0.01356374192982912	11.052495002746582	9.468644142150879	0.04001571610569954	0.0520537905395031	0.6798312067985535	0.009520426392555237	7.246769428253174
2013-05-24	3.1795517919334984	1009.38	10.9975	5.1925	1.0533	-11.8033	0.8629166666666667	-37.73966979980469	10000.0	8.259421	1	0.015020275488495827	10.56742000579834	9.138130187988281	0.04334181174635887	0.053185876458883286	0.6767260432243347	0.01008772011846304	6.59815788269043
2013-05-25	4.186660488055873	1006.6925	14.5425	10.63625	1.0533	-11.7889	0.89125	-7.639149976566966	10000.0	8.513351	1	0.01632530242204666	10.1390962600708	8.862516403198242	0.04447859525680542	0.05356840044260025	0.6728563904762268	0.010952985845506191	5.939430236816406
2013-05-26	5.018707555200449	1002.4816666666668	13.14125	10.449583333333331	1.0533	-11.773	0.8616666666666667	-6.469650181667587	3118.5952270330845	8.740822	1	0.019759051501750946	9.849438667297363	8.82187271118164	0.045923441648483276	0.052724312990903854	0.6738561391830444	0.012045838870108128	5.559934616088867
2013-05-27	3.2724995975159707	1007.0208333333334	13.78	10.384583333333332	1.0533	-11.752	0.72125	-7.709594200938145	6281.353707342064	9.003803	1	0.017138885334134102	9.827483177185059	8.797621726989746	0.03841349110007286	0.05191020667552948	0.6648997068405151	0.011843238957226276	5.9051947593688965
2013-05-28	4.1235243267473	1004.4891666666668	14.055833333333332	11.692083333333334	1.0533	-11.7277	0.7254166666666667	-4.149078047810008	2035.472994251419	9.364592	1	0.014396914280951023	9.953023910522461	8.898442268371582	0.03136877715587616	0.05077001079916954	0.6550443768501282	0.010788333602249622	6.396510601043701
