Date,thermistorDepth,V1
2019-08-16,10.5,9.24208333333333
2019-08-16,12.25,8.48541666666667
2019-08-16,14,6.80770833333333
2019-08-16,15.75,6.48708333333333
2019-08-17,0.05,9.90770833333333
2019-08-17,1.75,9.928125
2019-08-17,3.5,9.92625
2019-08-17,5.25,9.91270833333333
2019-08-17,7,9.865625
2019-08-17,8.75,9.54
2019-08-17,10.5,9.32104166666667
2019-08-17,12.25,8.819375
2019-08-17,14,6.89625
2019-08-17,15.75,6.46916666666667
2019-08-18,0.05,9.37083333333333
2019-08-18,1.75,9.35541666666667
2019-08-18,3.5,9.351875
2019-08-18,5.25,9.34833333333333
2019-08-18,7,9.33604166666667
2019-08-18,8.75,9.24875
2019-08-18,10.5,9.08395833333333
2019-08-18,12.25,8.79333333333333
2019-08-18,14,7.233125
2019-08-18,15.75,6.45708333333333
2019-08-19,0.05,9.196875
2019-08-19,1.75,9.20416666666667
2019-08-19,3.5,9.17333333333333
2019-08-19,5.25,9.1475
2019-08-19,7,8.995625
2019-08-19,8.75,8.86770833333333
2019-08-19,10.5,8.74520833333333
2019-08-19,12.25,8.54645833333333
2019-08-19,14,7.53083333333333
2019-08-19,15.75,6.47375
2019-08-20,0.05,9.08395833333333
2019-08-20,1.75,9.09833333333333
2019-08-20,3.5,9.06770833333333
2019-08-20,5.25,9.03083333333333
2019-08-20,7,8.89208333333333
2019-08-20,8.75,8.76020833333333
2019-08-20,10.5,8.67583333333333
2019-08-20,12.25,8.46729166666667
2019-08-20,14,7.54875
2019-08-20,15.75,6.49083333333333
2019-08-21,0.05,8.495625
2019-08-21,1.75,8.51166666666667
2019-08-21,3.5,8.495
2019-08-21,5.25,8.47854166666667
2019-08-21,7,8.46770833333333
2019-08-21,8.75,8.4525
2019-08-21,10.5,8.41729166666667
2019-08-21,12.25,8.33208333333333
2019-08-21,14,7.82458333333333
2019-08-21,15.75,6.53416666666667
2019-08-22,0.05,8.46041666666667
2019-08-22,1.75,8.45791666666667
2019-08-22,3.5,8.425
2019-08-22,5.25,8.36083333333333
2019-08-22,7,8.28833333333333
2019-08-22,8.75,8.21208333333333
2019-08-22,10.5,8.11395833333333
2019-08-22,12.25,8.01291666666667
2019-08-22,14,7.75833333333333
2019-08-22,15.75,6.66541666666667
2019-08-23,0.05,8.02125
2019-08-23,1.75,8.04708333333333
2019-08-23,3.5,8.050625
2019-08-23,5.25,8.04958333333333
2019-08-23,7,8.04625
2019-08-23,8.75,8.035
2019-08-23,10.5,8.0125
2019-08-23,12.25,7.94979166666667
2019-08-23,14,7.765625
2019-08-23,15.75,6.984375
2019-08-24,0.05,7.56479166666667
2019-08-24,1.75,7.58583333333333
2019-08-24,3.5,7.58770833333333
2019-08-24,5.25,7.58729166666667
2019-08-24,7,7.58479166666667
2019-08-24,8.75,7.57979166666667
2019-08-24,10.5,7.57229166666667
2019-08-24,12.25,7.56166666666667
2019-08-24,14,7.55395833333333
2019-08-24,15.75,7.54104166666667
2019-08-25,0.05,7.28854166666667
2019-08-25,1.75,7.29375
2019-08-25,3.5,7.29166666666667
2019-08-25,5.25,7.28791666666667
2019-08-25,7,7.28333333333333
2019-08-25,8.75,7.28020833333333
2019-08-25,10.5,7.27541666666667
2019-08-25,12.25,7.26833333333333
